geoname,year,predictionr,taxeffortr
Arkansas,2014,0.048125711,0.633264699
Alabama,2009,0.059225131,1.200325308
Arkansas,2002,0.052888365,0.755618233
North Carolina,2011,0.040443109,3.07143413
South Carolina,2004,0.066591705,1.322915011
Tennessee,2001,0.017002423,0.392700116
Georgia,2015,0.045863172,1.191638122
Arkansas,2005,0.071920047,0.985630084
Kentucky,2001,0.067928584,1.016049272
Kentucky,2004,0.080267754,1.272711545
Louisiana,2012,0.040443109,1.050522205
West Virginia,2017,0.07729335,1.140873037
Tennessee,2005,0.076434286,1.742191248
West Virginia,2001,0.079513607,1.021602971
West Virginia,2002,0.064657278,0.827089109
South Carolina,2005,0.027397803,0.533913079
Tennessee,2002,0.024477811,0.613034942
Louisiana,2004,0.056992279,1.250626044
Tennessee,2008,0.056257987,1.226770699
Tennessee,2012,0.047060063,1.173275057
West Virginia,2003,0.023958941,0.311106189
Louisiana,2016,0.034280561,0.840036872
South Carolina,2008,0.033735775,0.647096136
Alabama,2003,0.031363461,0.65372413
North Carolina,2006,0.050096763,3.576883895
Tennessee,2015,0.040236595,1.022471236
North Carolina,2015,0.053355639,4.177907528
Georgia,2005,0.026491285,0.654073514
North Carolina,2013,0.037872081,2.87190365
Arkansas,2013,0.033735775,0.448891
Mississippi,2007,0.022193271,0.311771557
North Carolina,2009,0.050582185,3.945599003
Tennessee,2000,0.044337252,1.040487479
Mississippi,2016,0.057800121,0.8065242
Georgia,2007,0.008623032,0.196113057
Florida,2016,0.053747113,1.309736021
Tennessee,2019,0.018093508,0.407040217
Georgia,2010,0.068376394,1.928257425
Alabama,2003,0.048074341,1.002037256
Florida,2008,0.040700487,0.849035874
Alabama,2014,0.037347149,0.779574398
West Virginia,2000,0.018919715,0.241114686
Arkansas,2007,0.020453875,0.268266538
West Virginia,2010,0.046526826,0.632219806
Alabama,2010,0.059862431,1.242428291
South Carolina,2007,0.050378198,0.923978982
Kentucky,2016,0.061359196,1.016222281
South Carolina,2003,0.046507035,0.95411572
Louisiana,2006,0.022251582,0.469535766
Florida,2015,0.031950157,0.76750681
Virginia,2005,0.049914917,1.129751727
Virginia,2010,0.037394142,0.963622505
Georgia,2015,0.036141684,0.939049937
North Carolina,2016,0.046500088,3.617445266
Florida,2001,0.017532836,0.363251378
Kentucky,2013,-0.003014961,-0.050556655
Arkansas,2012,0.035748079,0.469057956
Kentucky,2003,0.050752446,0.774647813
Louisiana,2000,0.065395251,1.333633487
Tennessee,2003,0.069513694,1.608018943
Mississippi,2000,0.05127581,0.71441742
Alabama,2005,0.067722033,1.358687925
Arkansas,2004,0.077202475,1.17068521
Tennessee,2014,0.01702368,0.438557963
North Carolina,2012,0.043718785,3.327861694
Georgia,2018,0.047036935,1.197590792
Tennessee,2003,0.043917885,1.015926311
South Carolina,2002,0.040656815,0.829192785
North Carolina,2009,0.056553911,4.411415949
Florida,2019,0.041362739,0.991660122
Georgia,2001,0.05414363,1.201131166
Virginia,2008,0.080726816,1.758053237
Mississippi,2002,0.053814136,0.783681231
West Virginia,2015,0.043769624,0.553144738
Georgia,2016,0.062260896,1.550969933
Mississippi,2000,0.04378694,0.610076223
Louisiana,2008,0.018096581,0.353694773
Virginia,2006,0.013111607,0.287534619
Virginia,2017,0.050696709,1.17633145
Tennessee,2009,0.02842556,0.682619194
West Virginia,2009,0.013613249,0.179026055
Virginia,2012,0.043770065,1.073332387
Arkansas,2006,0.046105816,0.620269579
Florida,2014,0.010877283,0.251371176
Louisiana,2001,0.05050926,0.967360162
Florida,2003,0.052321099,1.131428458
Georgia,2006,0.059439853,1.40416178
Virginia,2015,0.047060063,1.110520016
North Carolina,2004,0.050752446,3.839878781
Alabama,2016,0.021489157,0.422088475
West Virginia,2007,0.016496301,0.20836398
South Carolina,2015,0.037347149,0.793037483
Florida,2009,0.076304194,1.724907009
Louisiana,2013,0.047280421,1.173662846
Florida,2002,0.05669345,1.226663663
Florida,2010,0.045892679,1.110689233
Kentucky,2005,0.050559721,0.793354997
Florida,2018,0.053450259,1.221594566
Virginia,2018,0.067528016,1.465674383
Georgia,2004,0.07822644,1.95561211
Florida,2012,0.033638945,0.784276318
Florida,2015,0.05689569,1.366748495
West Virginia,2008,0.054231146,0.689474219
Tennessee,2013,0.047227711,1.179124528
Florida,2000,0.043769624,0.863299384
Florida,2004,0.039967386,0.831861874
Kentucky,2007,0.026706524,0.417071125
North Carolina,2003,0.065543162,4.990760756
Florida,2017,0.040690082,0.999056732
Georgia,2003,0.046844462,1.188994016
South Carolina,2009,0.06189205,1.2953927
West Virginia,2004,0.053814136,0.707256228
Mississippi,2015,0.048490321,0.649075932
Arkansas,2000,0.041848068,0.59087495
North Carolina,2008,0.041457799,3.061423645
Alabama,2015,0.048668626,1.000072459
Louisiana,2009,0.02842556,0.576441892
North Carolina,2000,0.054446119,3.881190703
South Carolina,2010,0.04201506,0.950534699
Mississippi,2019,0.060839505,0.811336202
North Carolina,2010,0.051123976,3.9204
Virginia,2013,0.05883288,1.395387363
Kentucky,2019,0.046190541,0.749486298
Kentucky,2015,0.021057118,0.348627198
Kentucky,2012,0.070677148,1.173407465
Arkansas,2008,0.074965832,0.985095049
South Carolina,2012,0.041457799,0.901770117
South Carolina,2011,0.059493731,1.313188241
Kentucky,2010,0.046665723,0.805908409
South Carolina,2001,0.051599855,0.959604529
Kentucky,2009,0.071453425,1.142708135
Kentucky,2002,0.068561152,1.05053632
Tennessee,2011,0.045304705,1.063982765
West Virginia,2001,0.04385318,0.563432359
Mississippi,2010,0.042813519,0.650234485
North Carolina,2014,0.053654493,4.447414118
Louisiana,2002,0.051300272,0.973003976
North Carolina,2005,0.051123976,3.695744745
Tennessee,2004,0.017461158,0.399498433
Louisiana,2007,0.051676346,0.973147044
Tennessee,2006,0.070747166,1.594043703
Virginia,2009,0.019068314,0.469510255
Florida,2007,0.040964257,0.811146094
Georgia,2012,0.067831229,1.802310807
North Carolina,2001,0.050636005,3.708456343
Tennessee,2007,0.071521677,1.533740134
Georgia,2008,0.057890989,1.322847673
Mississippi,2006,0.076506336,1.096821008
Florida,2011,0.014787465,0.349075461
North Carolina,2007,0.047593966,3.298722376
Mississippi,2004,0.039415594,0.593875762
Alabama,2011,0.0790427,1.660613265
North Carolina,2002,0.015956711,1.195268197
West Virginia,2006,0.044337252,0.55110467
Mississippi,2003,0.051629973,0.757357548
Georgia,2003,0.070688436,1.794195606
Virginia,2002,0.043274977,0.992987185
Mississippi,2012,0.025978421,0.372169288
Mississippi,2001,0.073127403,1.032034753
Virginia,2003,0.058655883,1.401956152
Mississippi,2005,0.046665723,0.695805453
Arkansas,2010,0.052333042,0.703944192
Kentucky,2000,0.078701624,1.16900846
Alabama,2008,0.04184742,0.796700668
Mississippi,2017,0.04579718,0.65382791
Alabama,2013,0.068650207,1.418577361
Georgia,2017,0.047100012,1.216535904
Tennessee,2016,0.018093508,0.451973849
Virginia,2000,0.056517381,1.192573729
Virginia,2006,0.045321585,0.993892234
Mississippi,2008,0.082659538,1.186680532
Florida,2007,0.065233625,1.29171146
Louisiana,2003,0.05469156,1.133266618
South Carolina,2014,0.069513694,1.48201664
Florida,2005,0.01921216,0.394922709
Virginia,2004,0.010259282,0.239488547
South Carolina,2003,0.059038311,1.211201295
West Virginia,2005,0.056257987,0.696613968
Georgia,2009,0.029169592,0.73844825
Georgia,2013,0.039415594,1.010905087
Tennessee,2011,0.042958665,1.008885925
Mississippi,2012,0.044002995,0.630391017
Alabama,2001,0.055726584,1.011259806
Arkansas,2007,0.052324872,0.686276425
Mississippi,2004,0.010155858,0.153018575
Virginia,2014,0.041991132,1.028753153
Alabama,2000,0.051433452,0.952568359
South Carolina,2006,0.07729335,1.500675647
Mississippi,2013,0.050154523,0.688612256
Louisiana,2004,0.049914917,1.095321954
Mississippi,2020,0.064401295,0.873744966
Georgia,2000,0.080267754,1.827456868
South Carolina,2013,0.059038311,1.221842118
Virginia,2010,0.024589255,0.633648969
Kentucky,2015,0.042443972,0.702713608
Virginia,2016,0.052980961,1.233446342
Alabama,2004,0.041178555,0.859713449
Georgia,2011,0.050915188,1.366711267
Alabama,2011,0.052203536,1.096747496
Georgia,2002,0.037696356,0.894854126
Georgia,2019,0.060284057,1.513723976
North Carolina,1999,0.066548513,4.690842461
Mississippi,2016,0.049151366,0.685842269
South Carolina,2016,0.036179236,0.813592447
Tennessee,2017,0.046190541,1.181606669
Kentucky,2008,0.035919904,0.56540956
Mississippi,2014,0.070807207,0.968891975
Louisiana,2010,0.020126421,0.518581841
Arkansas,2009,0.052980961,0.688603683
Kentucky,2007,0.076451995,1.193937463
Virginia,2011,0.074119248,1.840159894
Florida,2011,0.047464271,1.120449808
Louisiana,2014,0.039954565,0.980297284
Mississippi,2018,0.05050926,0.705252397
Arkansas,2015,0.030650837,0.396236016
Louisiana,2008,0.01770238,0.34599018
West Virginia,2005,0.047549257,0.588778212
Kentucky,2011,0.063235417,1.053679522
West Virginia,2016,0.043778451,0.586301
South Carolina,2011,0.048349035,1.067194541
Louisiana,2015,0.016371904,0.395664966
Louisiana,2011,0.052324872,1.351515575
Arkansas,2003,0.073136699,1.111768631
Georgia,2014,0.050132615,1.305723864
South Carolina,2017,0.078440459,1.801626109
Virginia,2007,0.051329505,1.080441454
Alabama,2002,0.073765439,1.448079094
Alabama,2007,0.05078665,0.971706904
Tennessee,2010,0.046526826,1.132596209
Kentucky,2014,0.054645947,0.918814592
Arkansas,2011,0.031950157,0.426194168
Kentucky,2003,0.070454106,1.07535939
Arkansas,2001,0.062563587,0.885763286
Virginia,2014,0.081287905,1.991496415
Louisiana,2005,0.043443696,0.993557425
Kentucky,2018,0.080726816,1.351859252
Georgia,2011,0.070967814,1.904981872
Florida,2013,0.032113401,0.743407071
North Carolina,1998,0.073130861,5.053300612
Alabama,2012,0.062655489,1.289897655
Florida,2006,0.018401388,0.341346732
North Carolina,2013,0.050836652,3.855028924
Mississippi,2009,0.046850992,0.672786843
Alabama,2006,0.050665512,0.973275517
Tennessee,2018,0.066985902,1.541759442
Oklahoma,2017,0.094038977,2.168920638
New Mexico,2010,0.067460666,1.319129261
Oklahoma,2008,0.082951273,1.589765721
New Mexico,2009,0.08774464,1.493912298
New Mexico,2018,0.068193487,1.182783254
New Mexico,2013,0.089999499,1.47701666
New Mexico,2017,0.085121158,1.48867868
Arizona,2009,0.087095387,1.908061753
Texas,2014,0.07012028,1.99043052
Texas,2011,0.074314157,2.292875442
New Mexico,2016,0.066215794,1.163556568
Texas,2004,0.077402873,2.28122488
Oklahoma,2006,0.097492479,1.709578577
New Mexico,2003,0.075343154,1.313715385
Arizona,2006,0.081161118,1.508484045
Texas,2010,0.079713989,2.495733867
New Mexico,2014,0.065291202,1.048933847
New Mexico,2011,0.077612857,1.363986126
Arizona,2004,0.065838747,1.403353423
Arizona,2007,0.079560585,1.448839983
Arizona,2010,0.079024651,1.829735995
New Mexico,2003,0.070128531,1.222791004
Arizona,2009,0.078607869,1.722119544
New Mexico,2011,0.090178996,1.584826344
Oklahoma,2002,0.086830948,1.42257896
New Mexico,2008,0.065805307,1.057179591
Oklahoma,2013,0.079847511,1.639764477
Oklahoma,2018,0.082114291,1.693333039
Arizona,2000,0.080346249,1.632682181
Oklahoma,2001,0.095635293,1.459280993
New Mexico,2012,0.086591506,1.386506742
Arizona,2002,0.080146763,1.6962206
Arizona,2005,0.079024651,1.638370079
Texas,2000,0.089280956,2.405437927
Arizona,2011,0.080850851,1.70036196
Oklahoma,2010,0.087862956,1.897052955
New Mexico,2000,0.077190265,1.138990025
Arizona,2012,0.077933871,1.608811187
New Mexico,2015,0.097831254,1.479912653
Arizona,2015,0.091232327,1.975384143
Texas,2015,0.089992103,2.561804787
Oklahoma,2007,0.084091317,1.496734205
Oklahoma,2011,0.092013599,1.952816712
Arizona,2008,0.088544616,1.745994448
Oklahoma,2015,0.091895978,1.756367883
Arizona,2001,0.078837496,1.616983709
Oklahoma,2003,0.096472777,1.719151716
Texas,2006,0.081145184,2.40673345
Arizona,2014,0.08721975,1.848921951
Oklahoma,2012,0.075384454,1.482099157
Oklahoma,2004,0.064506067,1.135694188
New Mexico,2005,0.080202531,1.319615429
Texas,2001,0.098642644,2.591562516
Oklahoma,2009,0.08633048,1.53579068
Texas,2013,0.085564763,2.481411125
New Mexico,2004,0.069273459,1.207258504
Texas,2009,0.084091317,2.34161338
Texas,2012,0.085778736,2.522681418
Oklahoma,2019,0.079710102,1.472889019
Texas,2000,0.074314157,2.002197327
New Mexico,2002,0.077933871,1.247083599
Oklahoma,2014,0.084218946,1.821371553
Arizona,2003,0.067057314,1.487082626
Oklahoma,2003,0.089814228,1.600495905
Texas,2003,0.081073426,2.311858951
Oklahoma,2016,0.066952634,1.364103079
Texas,2005,0.094016629,2.828682259
New Mexico,2007,0.089637118,1.30668258
New Mexico,2006,0.089831007,1.360927401
Texas,2008,0.072811866,1.978551061
Arizona,2003,0.091362144,2.026073636
Texas,2002,0.089831007,2.467349316
Oklahoma,2000,0.088544616,1.376570854
Oklahoma,2011,0.092270945,1.958278407
New Mexico,2001,0.081675352,1.142531531
New Mexico,2019,0.090178996,1.21952006
Arizona,2013,0.081642857,1.667797488
Texas,2007,0.087480885,2.557464472
Oklahoma,2005,0.089403227,1.623606222
