geoname,year,region,geocode,taxrevenueratio,  AGR,AGRm,AGRr,  MIN,MINm,MINr,  MAN,MANm,MANr,  Wholesale trade,  Retail trade,  TandW,TandWm,TandWr,  INF,INFm,INFr,   FandI,FandIm,FandIr,   RE,Rem,REr,"   Professional, scientific, and technical services",   Educational services,   HS,HSm,HSr,STR,GDP,taxrevenue,SPI,PIEPC,PIEPCm,TRADE,TRADEm,TRADEr,PSTE,PSTEm,PSTEr,igt,lg(igt),c,p,lg(pl),wapw,MEHI,MEHIm,unemployrate,lg(gdp),lg(ml),granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
California,2008,Far West,4,0.058955775,21164,2.1164,0.010631553,14867,1.4867,0.007468309,244808,24.4808,0.122977184,117902,117137,45771,4.5771,0.022992667,135053,13.5053,0.067842708,78712,7.8712,0.039540293,332303,33.2303,0.166929542,171645,17684,112434,11.2434,0.056480249,117361.976,1990678.2,58955.77497,1588294.5,35379,3.5379,235039,23.5039,0.118069812,189329,18.9329,0.095107788,,,,,,,75120,7.512,7.3,6.29900106,,461317,411142,50175,0.122038128,Republican
California,2009,Far West,4,0.052606358,26070,2.607,0.013577688,19165,1.9165,0.00998145,229872,22.9872,0.119721146,99272,111263,41730,4.173,0.021733675,129612,12.9612,0.067504077,93310,9.331,0.048597394,317630,31.763,0.165426967,157984,18720,114616,11.4616,0.059693912,101007.459,1920061.8,52606.3583,1539818.7,33919,3.3919,210535,21.0535,0.109650116,176704,17.6704,0.092030371,,,,,,,74260,7.426,11.54166667,6.283315207,,537991,484480,53511,0.11045038,Republican
California,2010,Far West,4,0.054286781,26918,2.6918,0.013632028,15911,1.5911,0.008057775,218072,21.8072,0.110437759,103220,114666,43950,4.395,0.022257509,148564,14.8564,0.075236964,91355,9.1355,0.046264727,323673,32.3673,0.163917058,160243,19224,117340,11.734,0.059424257,107195.465,1974614.5,54286.78104,1609997.5,34777,3.4777,217886,21.7886,0.110343563,179467,17.9467,0.090887107,,,,,,,70840,7.084,12.45833333,6.295482322,,608390,559569,48821,0.087247507,Republican
California,2011,Far West,4,0.058127212,24358,2.4358,0.011881622,16048,1.6048,0.007828076,204226,20.4226,0.099619679,110445,114920,45316,4.5316,0.022104753,151464,15.1464,0.073882831,91896,9.1896,0.044826075,334466,33.4466,0.163149626,168489,19530,122005,12.2005,0.059512985,119164.086,2050056.8,58127.21189,1713428,35971,3.5971,225365,22.5365,0.1099311,188019,18.8019,0.091714044,,,,,,,67540,6.754,11.89166667,6.311765894,,606770,552210,54560,0.098802992,Democrat
California,2011,Far West,4,0.058127212,24358,2.4358,0.011881622,16048,1.6048,0.007828076,204226,20.4226,0.099619679,110445,114920,45316,4.5316,0.022104753,151464,15.1464,0.073882831,91896,9.1896,0.044826075,334466,33.4466,0.163149626,168489,19530,122005,12.2005,0.059512985,119164.086,2050056.8,58127.21189,1713428,35971,3.5971,225365,22.5365,0.1099311,188019,18.8019,0.091714044,,,,,,,67540,6.754,11.89166667,6.311765894,,606770,552210,54560,0.098802992,Republican
California,2012,Far West,4,0.053708889,23335,2.3335,0.010881338,18904,1.8904,0.00881512,214643,21.4643,0.100090124,109119,117514,45064,4.5064,0.021013783,156553,15.6553,0.07300219,95054,9.5054,0.044324607,340939,34.0939,0.15898318,180736,20059,126067,12.6067,0.058786271,115178.568,2144497.3,53708.88926,1814763,37112,3.7112,226633,22.6633,0.105681178,200795,20.0795,0.093632666,,,,,,,70800,7.08,10.525,6.331325504,,544573,488543,56030,0.11468796,Democrat
California,2013,Far West,4,0.05885891,25190,2.519,0.011132367,16719,1.6719,0.007388728,224736,22.4736,0.099318924,114163,122151,46667,4.6667,0.020623826,175911,17.5911,0.0777414,91706,9.1706,0.040528181,355067,35.5067,0.156916881,175645,19683,129416,12.9416,0.057193586,133184.246,2262771.2,58858.90982,1840885.3,37970,3.797,236314,23.6314,0.104435658,195328,19.5328,0.08632247,,,,,,,74580,7.458,9.033333333,6.354640643,,546178,486781,59397,0.122019964,Democrat
California,2014,Far West,4,0.057619176,27431,2.7431,0.011446027,15339,1.5339,0.006400445,235952,23.5952,0.098454776,118723,124893,47713,4.7713,0.019909018,178733,17.8733,0.074579226,97556,9.7556,0.040706814,373555,37.3555,0.155871846,185381,20671,132546,13.2546,0.055306955,138087.357,2396552.1,57619.1759,1955718,39399,3.9399,243616,24.3616,0.101652703,206052,20.6052,0.085978519,,,,,,,73170,7.317,7.566666667,6.379586875,,576978,517428,59550,0.115088476,Democrat
California,2015,Far West,4,0.059118222,27652,2.7652,0.010809284,14343,1.4343,0.00560674,243175,24.3175,0.095058142,123171,129671,47557,4.7557,0.018590234,205925,20.5925,0.080496958,97886,9.7886,0.038264054,374385,37.4385,0.146348688,199286,20505,140469,14.0469,0.054909929,151234.534,2558171.2,59118.22242,2097049.6,40952,4.0952,252842,25.2842,0.098837013,219791,21.9791,0.085917237,,,,,,,77030,7.703,6.225,6.407929605,,624357,567054,57303,0.101053868,Democrat
California,2016,Far West,4,0.058268368,37044,3.7044,0.013908561,7173.6,0.71736,0.002693404,283330.8,28.33308,0.10637954,143776.1,139561.4,66539.3,6.65393,0.024982883,247833.8,24.78338,0.093051817,132391.5,13.23915,0.049707787,451661,45.1661,0.169580891,229040.4,29865,165974.8,16.59748,0.062316991,155191.714,2663395.6,58268.36764,2191138,42472,4.2472,283337.5,28.33375,0.106382056,258905.4,25.89054,0.097208766,,,,,,,79960,7.996,5.516666667,6.425435678,,660833,599787,61046,0.101779465,Democrat
California,2017,Far West,4,0.058036492,39257.5,3.92575,0.014324678,9837.3,0.98373,0.003589535,294636.7,29.46367,0.10751005,155598.1,157909.5,75160.2,7.51602,0.027425222,271436.3,27.14363,0.099044451,135161.3,13.51613,0.049319036,372281.7,37.22817,0.135841951,244622.3,30675.6,176384.3,17.63843,0.064360906,159051.926,2740550.3,58036.49216,2295048.7,44443,4.4443,313507.6,31.35076,0.114395857,275297.9,27.52979,0.100453511,,,,,,,82580,8.258,4.833333333,6.437837778,,674712,613125,61587,0.100447706,Democrat
California,2018,Far West,4,0.062588178,40471.2,4.04712,0.014195588,8326.3,0.83263,0.002920514,319633.7,31.96337,0.112114006,155463,161518.9,80727.3,8.07273,0.028315728,284908.7,28.49087,0.099933942,130354.4,13.03544,0.045722819,389466.9,38.94669,0.136608543,266180.2,31764.7,183404.2,18.34042,0.064330449,178437.038,2850970.3,62588.17849,2411055.1,46948,4.6948,316981.9,31.69819,0.111183866,297944.9,29.79449,0.10450649,,,,,,,81480,8.148,4.258333333,6.454992693,,696507,634179,62328,0.0982814,Democrat
California,2019,Far West,4,0.063331567,39033.6,3.90336,0.0131746,8610.4,0.86104,0.002906178,332526.7,33.25267,0.112234233,159232.8,168875.7,88298.3,8.82983,0.029802395,316195.4,31.61954,0.106722102,131695.2,13.16952,0.044449693,395449,39.5449,0.133471734,286089.4,32992.6,191487.2,19.14872,0.064630657,187638.267,2962792.1,63331.56721,2537950.6,49004,4.9004,328108.5,32.81085,0.110743005,319082,31.9082,0.107696385,,,,,,,88960,8.896,4.1,6.471701178,,749554,685729,63825,0.093076128,Democrat
California,2020,Far West,4,0.059134587,40835.6,4.08356,0.013960188,10060.9,1.00609,0.003439451,326023.4,32.60234,0.111455394,157278.7,160556.6,81177.7,8.11777,0.027751666,335190,33.519,0.114589117,140475.7,14.04757,0.048023468,390055.4,39.00554,0.133345577,301184,30292.7,195031.9,19.50319,0.066674224,172977.355,2925146.9,59134.58739,2767521.4,47720,4.772,317835.3,31.78353,0.108656184,331476.7,33.14767,0.113319676,,,,,,,87530,8.753,10.2,6.466147681,,750722,685084,65638,0.095810149,
California,2021,Far West,4,0.078885422,35848.2,3.58482,0.011394179,7949.5,0.79495,0.002526711,357714.5,35.77145,0.113697849,155797.3,161571.3,94972,9.4972,0.030186397,395959.8,39.59598,0.125853935,159046,15.9046,0.050552013,415483.9,41.54839,0.132059577,337129.1,31115.7,205519.9,20.55199,0.065323521,248188.154,3146185.3,78885.42166,3013676.9,54838,5.4838,317368.6,31.73686,0.100874097,368244.8,36.82448,0.117044854,,,,,,,87960,8.796,7.325,6.497784298,,706466,640281,66185,0.103368677,
California,2022,Far West,4,0.088660292,30526.9,3.05269,0.009637657,6557.3,0.65573,0.002070207,349656.7,34.96567,0.110390222,148895.2,159098.2,94759.3,9.47593,0.029916487,416667.8,41.66678,0.131546316,146129.7,14.61297,0.046134651,432007.6,43.20076,0.136389249,345830.6,33233,210161.6,21.01616,0.066350182,"280,828",3167460.8,88660.29218,3006647.3,60272,6.0272,307993.4,30.79934,0.097236689,379063.6,37.90636,0.119674283,,,,,,,85300,8.53,4.183333333,6.500711249,,696398,641753,54645,0.085149582,
Colorado,1997,Rocky Mountain,5,0,1237,0.1237,0.009050648,4530,0.453,0.033144248,11467,1.1467,0.083899578,9471,10458,5684,0.5684,0.041587617,8941,0.8941,0.065417819,7030,0.703,0.051435775,25563,2.5563,0.187034526,13724,1110,10092,1.0092,0.073839238,0,136675.3,0,,22341,2.2341,19929,1.9929,0.14581274,14834,1.4834,0.108534607,,,,,,,74350,7.435,3.358333333,5.135690036,,234160,206311,27849,0.134985532,Democrat
Colorado,1998,Rocky Mountain,5,0,1332,0.1332,0.008857461,5303,0.5303,0.035263599,12083,1.2083,0.080348872,10345,11366,6194,0.6194,0.041188522,13404,1.3404,0.089133186,8537,0.8537,0.056768875,28576,2.8576,0.190023121,14261,1110,10138,1.0138,0.067415118,0,150381.7,0,122577.9,23516,2.3516,21711,2.1711,0.14437262,15371,1.5371,0.102213235,,,,,,,79060,7.906,3.616666667,5.17719499,,246128,218966,27162,0.124046656,Democrat
Colorado,1999,Rocky Mountain,5,0,1527,0.1527,0.009298117,4886,0.4886,0.029751539,12583,1.2583,0.07661965,10880,12062,6110,0.611,0.037204646,16157,1.6157,0.098382237,10105,1.0105,0.061530761,31179,3.1179,0.1898533,15383,1208,10329,1.0329,0.062894729,0,164226.8,0,131712.8,25114,2.5114,22942,2.2942,0.139697053,16591,1.6591,0.101024924,,,,,,,80080,8.008,3.016666667,5.215444031,,267886,237884,30002,0.126120294,Republican
Colorado,1999,Rocky Mountain,5,0,1527,0.1527,0.009298117,4886,0.4886,0.029751539,12583,1.2583,0.07661965,10880,12062,6110,0.611,0.037204646,16157,1.6157,0.098382237,10105,1.0105,0.061530761,31179,3.1179,0.1898533,15383,1208,10329,1.0329,0.062894729,0,164226.8,0,131712.8,25114,2.5114,22942,2.2942,0.139697053,16591,1.6591,0.101024924,,,,,,,80080,8.008,3.016666667,5.215444031,,267886,237884,30002,0.126120294,Democrat
Colorado,2000,Rocky Mountain,5,0.03917404,1629,0.1629,0.009019659,4621,0.4621,0.025586153,14806,1.4806,0.081979785,12519,12675,6268,0.6268,0.034705477,17404,1.7404,0.096364729,11192,1.1192,0.06196932,32904,3.2904,0.182187143,16655,1320,10914,1.0914,0.060430053,7075.047,180605.5,39174.03955,146560.8,27049,2.7049,25194,2.5194,0.139497413,17975,1.7975,0.099526316,,,,,,,77520,7.752,2.741666667,5.256730972,,285874,254098,31776,0.125054113,Republican
Colorado,2001,Rocky Mountain,5,0.040341432,1848,0.1848,0.009852222,5405,0.5405,0.028815617,13741,1.3741,0.073257242,12704,13322,5429,0.5429,0.028943568,16945,1.6945,0.090338691,12882,1.2882,0.068677664,34748,3.4748,0.185251629,17071,1435,11572,1.1572,0.061693676,7566.919,187571.9,40341.43174,154066.7,27861,2.7861,26026,2.6026,0.138752127,18506,1.8506,0.098660834,,,,,,,77620,7.762,3.816666667,5.273167778,,318542,284384,34158,0.120112243,Republican
Colorado,2002,Rocky Mountain,5,0.03625403,1660,0.166,0.008692793,5624,0.5624,0.029450762,14290,1.429,0.074831328,12424,13622,5415,0.5415,0.028356308,17849,1.7849,0.093468466,12337,1.2337,0.064604206,35395,3.5395,0.185350236,16847,1412,12130,1.213,0.063520225,6923.171,190962.8,36254.02958,154492.3,28236,2.8236,26046,2.6046,0.136393057,18259,1.8259,0.095615481,,,,,,,74960,7.496,5.683333333,5.280948774,,352895,314672,38223,0.12146934,Republican
Colorado,2003,Rocky Mountain,5,0.033774761,1575,0.1575,0.008015932,6660,0.666,0.033895941,14428,1.4428,0.073431028,12656,13966,5879,0.5879,0.029921057,17434,1.7434,0.088730007,12281,1.2281,0.062503913,35083,3.5083,0.178554252,17208,1500,12484,1.2484,0.063537077,6636.19,196483.7,33774.76096,157405.3,29233,2.9233,26622,2.6622,0.135492155,18708,1.8708,0.095214005,,,,,,,75930,7.593,6.108333333,5.293326528,,388542,350650,37892,0.10806217,Republican
Colorado,2004,Rocky Mountain,5,0.034569321,1696,0.1696,0.008314532,7273,0.7273,0.035655421,15795,1.5795,0.077433986,12887,14143,6701,0.6701,0.032851228,15740,1.574,0.077164352,11284,1.1284,0.055319095,32824,3.2824,0.160917579,17982,1612,12860,1.286,0.063045335,7051.457,203980.2,34569.32094,163568.5,30702,3.0702,27030,2.703,0.132512862,19594,1.9594,0.096058343,,,,,,,75480,7.548,5.566666667,5.309588013,,407512,369909,37603,0.101654731,Republican
Colorado,2005,Rocky Mountain,5,0.034780269,2078,0.2078,0.00944941,8898,0.8898,0.040462394,16880,1.688,0.076759407,13598,14631,7303,0.7303,0.033209357,16572,1.6572,0.075358821,12575,1.2575,0.05718303,31496,3.1496,0.143223595,18979,1664,13061,1.3061,0.059393046,7648.456,219907.9,34780.26938,174247.8,32131,3.2131,28229,2.8229,0.128367376,20643,2.0643,0.093871116,,,,,,,72720,7.272,5.075,5.342240831,,428018,388870,39148,0.100671175,Republican
Colorado,2006,Rocky Mountain,5,0.036908838,2056,0.2056,0.008892507,9372,0.9372,0.040535298,18088,1.8088,0.078233298,14218,14713,6166,0.6166,0.02666887,17340,1.734,0.074998086,12807,1.2807,0.055392185,32811,3.2811,0.141912468,19862,1726,13434,1.3434,0.058104054,8533.541,231205.9,36908.83753,188197,33483,3.3483,28931,2.8931,0.12513089,21588,2.1588,0.09337132,,,,,,,78020,7.802,4.275,5.363998912,,434099,391181,42918,0.109713918,Republican
Colorado,2007,Rocky Mountain,5,0.037460786,1829,0.1829,0.007433645,8958,0.8958,0.036408196,19625,1.9625,0.079762318,15213,14598,7081,0.7081,0.028779464,19002,1.9002,0.077230246,13005,1.3005,0.052856507,35138,3.5138,0.142812145,21159,1741,13673,1.3673,0.055571474,9216.983,246043.5,37460.78641,200611.2,34856,3.4856,29811,2.9811,0.121161502,22900,2.29,0.093072973,,,,,,,83510,8.351,3.7,5.391011896,,443797,397808,45989,0.115606021,Democrat
Colorado,2007,Rocky Mountain,5,0.037460786,1829,0.1829,0.007433645,8958,0.8958,0.036408196,19625,1.9625,0.079762318,15213,14598,7081,0.7081,0.028779464,19002,1.9002,0.077230246,13005,1.3005,0.052856507,35138,3.5138,0.142812145,21159,1741,13673,1.3673,0.055571474,9216.983,246043.5,37460.78641,200611.2,34856,3.4856,29811,2.9811,0.121161502,22900,2.29,0.093072973,,,,,,,83510,8.351,3.7,5.391011896,,443797,397808,45989,0.115606021,Republican
Colorado,2008,Rocky Mountain,5,0.037659962,1630,0.163,0.00637798,10388,1.0388,0.040646907,19587,1.9587,0.07664141,15381,14228,6858,0.6858,0.026834471,19345,1.9345,0.075694496,10832,1.0832,0.042384222,35666,3.5666,0.139556468,22738,1815,14547,1.4547,0.056920539,9624.636,255566.8,37659.96209,210065.8,35436,3.5436,29609,2.9609,0.115856207,24553,2.4553,0.096072729,,,,,,,80290,8.029,4.875,5.407504435,,461317,411142,50175,0.122038128,Democrat
Colorado,2009,Rocky Mountain,5,0.034927778,1945,0.1945,0.007824015,11349,1.1349,0.045652825,19592,1.9592,0.078811361,13314,13825,6356,0.6356,0.025567834,18428,1.8428,0.07412902,13052,1.3052,0.052503363,34338,3.4338,0.138129059,22019,1868,15085,1.5085,0.060681369,8682.822,248593.6,34927.77771,200170,34335,3.4335,27139,2.7139,0.109170148,23887,2.3887,0.096088556,,,,,,,73990,7.399,7.875,5.395489944,,537991,484480,53511,0.11045038,Democrat
Colorado,2010,Rocky Mountain,5,0.03360996,2067,0.2067,0.008101419,10549,1.0549,0.041345847,19770,1.977,0.077486718,13449,14129,6597,0.6597,0.025856342,18362,1.8362,0.07196819,12466,1.2466,0.048859354,35911,3.5911,0.140749901,22324,1936,15202,1.5202,0.059582857,8575.262,255140.5,33609.96,206053.4,34871,3.4871,27578,2.7578,0.108089464,24260,2.426,0.095084865,,,,,,,78600,7.86,9.141666667,5.406779402,,608390,559569,48821,0.087247507,Democrat
Colorado,2011,Rocky Mountain,5,0.035803905,1972,0.1972,0.007457505,10929,1.0929,0.041330159,19743,1.9743,0.07466203,13517,14021,6462,0.6462,0.024437321,18004,1.8004,0.06808566,13389,1.3389,0.050633132,37547,3.7547,0.141991351,22778,1943,15407,1.5407,0.058264595,9467.684,264431.6,35803.90543,223873.9,36108,3.6108,27538,2.7538,0.104140352,24721,2.4721,0.093487314,,,,,,,74200,7.42,8.691666667,5.422313353,,606770,552210,54560,0.098802992,Democrat
Colorado,2011,Rocky Mountain,5,0.035803905,1972,0.1972,0.007457505,10929,1.0929,0.041330159,19743,1.9743,0.07466203,13517,14021,6462,0.6462,0.024437321,18004,1.8004,0.06808566,13389,1.3389,0.050633132,37547,3.7547,0.141991351,22778,1943,15407,1.5407,0.058264595,9467.684,264431.6,35803.90543,223873.9,36108,3.6108,27538,2.7538,0.104140352,24721,2.4721,0.093487314,,,,,,,74200,7.42,8.691666667,5.422313353,,606770,552210,54560,0.098802992,Democrat
Colorado,2012,Rocky Mountain,5,0.037521921,1610,0.161,0.005886235,11045,1.1045,0.040381033,19654,1.9654,0.071855937,14039,14330,6781,0.6781,0.024791651,17494,1.7494,0.063958877,14607,1.4607,0.053403871,37670,3.767,0.13772327,23497,1986,15862,1.5862,0.057992209,10262.977,273519.5,37521.92074,236033,36572,3.6572,28369,2.8369,0.103718382,25483,2.5483,0.093167032,,,,,,,71090,7.109,8,5.436988294,,544573,488543,56030,0.11468796,Democrat
Colorado,2013,Rocky Mountain,5,0.039039369,1664,0.1664,0.005771661,12068,1.2068,0.041858419,19727,1.9727,0.068424017,14677,14724,8112,0.8112,0.028136849,18134,1.8134,0.062898623,14513,1.4513,0.050339016,38147,3.8147,0.132314644,24380,1959,16175,1.6175,0.05610374,11255.253,288305.2,39039.3687,247816.7,37798,3.7798,29401,2.9401,0.101978736,26339,2.6339,0.091358047,,,,,,,83310,8.331,6.75,5.459852476,,546178,486781,59397,0.122019964,Democrat
Colorado,2014,Rocky Mountain,5,0.038370927,1851,0.1851,0.006041872,15159,1.5159,0.04948068,20094,2.0094,0.065589074,15468,15247,8694,0.8694,0.028378193,18252,1.8252,0.059576579,14408,1.4408,0.047029331,38862,3.8862,0.126849936,25370,2020,16883,1.6883,0.055108009,11755.394,306362,38370.9272,268453.1,39447,3.9447,30715,3.0715,0.100257212,27390,2.739,0.089404038,,,,,,,73710,7.371,4.983333333,5.486234896,,576978,517428,59550,0.115088476,Democrat
Colorado,2015,Rocky Mountain,5,0.040058238,2058,0.2058,0.006467013,16056,1.6056,0.050454011,20694,2.0694,0.065028357,15902,15981,8469,0.8469,0.026612794,17818,1.7818,0.05599088,14413,1.4413,0.045291085,40771,4.0771,0.128117867,26537,1941,17768,1.7768,0.055833761,12747.749,318230.4,40058.23768,279696,40878,4.0878,31883,3.1883,0.100188417,28478,2.8478,0.089488622,,,,,,,80610,8.061,3.741666667,5.502741665,,624357,567054,57303,0.101053868,Democrat
Colorado,2015,Rocky Mountain,5,0.040058238,2058,0.2058,0.006467013,16056,1.6056,0.050454011,20694,2.0694,0.065028357,15902,15981,8469,0.8469,0.026612794,17818,1.7818,0.05599088,14413,1.4413,0.045291085,40771,4.0771,0.128117867,26537,1941,17768,1.7768,0.055833761,12747.749,318230.4,40058.23768,279696,40878,4.0878,31883,3.1883,0.100188417,28478,2.8478,0.089488622,,,,,,,80610,8.061,3.741666667,5.502741665,,624357,567054,57303,0.101053868,Democrat
Colorado,2016,Rocky Mountain,5,0.039161242,2536,0.2536,0.007705928,8430.7,0.84307,0.025617652,22342.1,2.23421,0.067889041,19009.9,17947.4,12333.6,1.23336,0.037477062,19608.8,1.96088,0.059583594,18915.1,1.89151,0.057475707,48976.2,4.89762,0.148819817,30921,3057.2,21361.3,2.13613,0.064908767,12887.859,329097.3,39161.24198,283678.7,42285,4.2285,36957.3,3.69573,0.112299007,33978.2,3.39782,0.103246669,,,,,,,84670,8.467,3.133333333,5.517324319,,660833,599787,61046,0.101779465,Democrat
Colorado,2017,Rocky Mountain,5,0.038108202,2364.9,0.23649,0.006752823,13292.8,1.32928,0.037956752,21524,2.1524,0.061460425,20006.1,20291.8,12316.1,1.23161,0.035167847,16445.3,1.64453,0.046958517,20335.2,2.03352,0.058065881,52023.2,5.20232,0.148548967,32999.2,3110,22451.4,2.24514,0.064108557,13345.839,350209.1,38108.20164,303366.7,44281,4.4281,40297.9,4.02979,0.115068112,36109.2,3.61092,0.103107543,,,,,,,88420,8.842,2.608333333,5.544327427,,674712,613125,61587,0.100447706,Democrat
Colorado,2018,Rocky Mountain,5,0.040867081,2594.6,0.25946,0.007104513,13972.9,1.39729,0.038260481,22797.3,2.27973,0.062423382,20322.8,21189.1,13370.3,1.33703,0.036610447,18696.3,1.86963,0.051194057,20217.7,2.02177,0.055359942,53601.2,5.36012,0.146770371,35843,3255.5,23208,2.3208,0.063547957,14924.842,365204.5,40867.08132,328112.7,46115,4.6115,41511.9,4.15119,0.113667548,39098.5,3.90985,0.107059196,,,,,,,84420,8.442,3.05,5.56253612,,696507,634179,62328,0.0982814,Democrat
Colorado,2019,Rocky Mountain,5,0.04205469,2663.3,0.26633,0.006942982,15609.2,1.56092,0.040691769,23830,2.383,0.06212265,20757.1,21915.1,12437.1,1.24371,0.032422392,23383.2,2.33832,0.060957883,20577.8,2.05778,0.053644459,55969.1,5.59691,0.14590637,39367.5,3378.3,24014.6,2.40146,0.062603885,16132.011,383596,42054.69035,351373.2,48067,4.8067,42672.2,4.26722,0.111242557,42745.8,4.27458,0.111434426,,,,,,,82580,8.258,2.666666667,5.58387407,,749554,685729,63825,0.093076128,Democrat
Colorado,2020,Rocky Mountain,5,0.040487242,2037.2,0.20372,0.005348078,13864.5,1.38645,0.036397225,24838.9,2.48389,0.06520733,21285.6,22128.1,10426.3,1.04263,0.027371228,26889.2,2.68892,0.070589798,22302.6,2.23026,0.05854901,56253.2,5.62532,0.147676466,39736.2,3108.7,23667.3,2.36673,0.062131634,15422.477,380921.9,40487.24161,375157.8,47355,4.7355,43413.7,4.34137,0.113970082,42844.9,4.28449,0.112476862,,,,,,,94440,9.444,6.766666667,5.580835942,,750722,685084,65638,0.095810149,
Colorado,2021,Rocky Mountain,5,0.047321901,2475.9,0.24759,0.006083868,12205.2,1.22052,0.029991043,25580.2,2.55802,0.06285656,21184.1,21621.3,12932.3,1.29323,0.031777699,29280,2.928,0.071947838,23212.5,2.32125,0.057038565,61856.6,6.18566,0.151996196,46161.3,3354.2,24997.4,2.49974,0.061424484,19258.192,406961.5,47321.90146,417967.7,54126,5.4126,42805.4,4.28054,0.105182923,49515.5,4.95155,0.121671215,,,,,,,91610,9.161,5.458333333,5.609553325,,706466,640281,66185,0.103368677,
Colorado,2022,Rocky Mountain,5,0.052175556,845.7,0.08457,0.002032374,10692.4,1.06924,0.025695818,25124,2.5124,0.060377627,20457.3,21242.3,14396,1.4396,0.034596255,32737.6,3.27376,0.078674518,22128.7,2.21287,0.053179366,64823.4,6.48234,0.155782641,51463.6,3627.8,25919.3,2.59193,0.06228888,"21,711",416114.4,52175.55557,442213,59371,5.9371,41699.6,4.16996,0.100211865,55091.4,5.50914,0.132394841,,,,,,,89930,8.993,3.016666667,5.619212745,,696398,641753,54645,0.085149582,
Connecticut,1997,New England,6,0,250,0.025,0.001803117,142,0.0142,0.00102417,25740,2.574,0.18564892,9352,9818,3032,0.3032,0.021868202,5464,0.5464,0.039408924,20260,2.026,0.146124597,25582,2.5582,0.18450935,13002,3275,14385,1.4385,0.103751349,0,138648.8,0,,24769,2.4769,19170,1.917,0.138263007,16277,1.6277,0.117397338,,,,,,,75650,7.565,4.683333333,5.141916115,,234160,206311,27849,0.134985532,Republican
Connecticut,1998,New England,6,0,280,0.028,0.001924459,195,0.0195,0.001340249,25952,2.5952,0.1783699,9755,10874,3104,0.3104,0.021334008,5997,0.5997,0.041217798,23248,2.3248,0.15978512,25407,2.5407,0.174624077,13103,3163,13951,1.3951,0.095886193,0,145495.4,0,126666.4,26257,2.6257,20629,2.0629,0.141784551,16266,1.6266,0.111797349,,,,,,,78910,7.891,3.241666667,5.162849263,,246128,218966,27162,0.124046656,Republican
Connecticut,1999,New England,6,0,326,0.0326,0.002139977,195,0.0195,0.001280047,26954,2.6954,0.176935383,9833,11249,3067,0.3067,0.020132849,6300,0.63,0.04135538,23361,2.3361,0.153349687,26576,2.6576,0.17445406,13590,3167,14325,1.4325,0.094034257,0,152338.1,0,133690.1,27892,2.7892,21082,2.1082,0.138389543,16757,1.6757,0.109998746,,,,,,,84100,8.41,2.458333333,5.182808535,,267886,237884,30002,0.126120294,Republican
Connecticut,2000,New England,6,0.061309956,420,0.042,0.002531665,226,0.0226,0.001362277,27501,2.7501,0.165769834,10739,11757,3236,0.3236,0.019505879,5816,0.5816,0.035057538,30394,3.0394,0.183208187,27396,2.7396,0.165136918,14572,3292,14708,1.4708,0.088656511,10171.242,165898.7,61309.95602,146216.9,29575,2.9575,22496,2.2496,0.135600821,17864,1.7864,0.107680169,,,,,,,80620,8.062,2.108333333,5.219842983,,285874,254098,31776,0.125054113,Republican
Connecticut,2001,New England,6,0.057158396,363,0.0363,0.002096724,245,0.0245,0.001415144,27786,2.7786,0.160494711,11137,12216,3010,0.301,0.017386061,6273,0.6273,0.036233475,30000,3,0.173282997,29752,2.9752,0.171850524,15194,3295,14924,1.4924,0.086202515,9895.673,173127.2,57158.39568,154585.9,30664,3.0664,23353,2.3353,0.134889261,18489,1.8489,0.106794311,,,,,,,83830,8.383,2.875,5.238365305,,318542,284384,34158,0.120112243,Republican
Connecticut,2002,New England,6,0.051262013,357,0.0357,0.002026012,241,0.0241,0.0013677,30087,3.0087,0.170746878,10902,12487,2934,0.2934,0.016650757,6558,0.6558,0.037217337,26855,2.6855,0.152404939,30065,3.0065,0.170622026,15104,3362,15421,1.5421,0.087515791,9032.787,176208.2,51262.01278,154452.8,31654,3.1654,23389,2.3389,0.132735026,18466,1.8466,0.104796485,,,,,,,82860,8.286,4.4,5.246026115,,352895,314672,38223,0.12146934,Republican
Connecticut,2003,New England,6,0.052435539,347,0.0347,0.001913536,256,0.0256,0.001411715,30724,3.0724,0.169427875,11398,13083,3105,0.3105,0.017122561,6935,0.6935,0.038243143,27170,2.717,0.149829298,28623,2.8623,0.157841885,14945,3537,15704,1.5704,0.086599901,9508.645,181339.7,52435.53949,156438.6,33023,3.3023,24481,2.4481,0.135000775,18482,1.8482,0.101919216,,,,,,,83570,8.357,5.45,5.258492893,,388542,350650,37892,0.10806217,Republican
Connecticut,2004,New England,6,0.051802903,332,0.0332,0.001671177,211,0.0211,0.001062103,35852,3.5852,0.180466963,12104,13069,3368,0.3368,0.016953384,7322,0.7322,0.036856496,30908,3.0908,0.155580523,30361,3.0361,0.152827108,14720,3651,16122,1.6122,0.08115275,10291.289,198662.4,51802.90281,164657.4,34916,3.4916,25173,2.5173,0.126712453,18371,1.8371,0.092473463,,,,,,,81730,8.173,5.091666667,5.298115678,,407512,369909,37603,0.101654731,Republican
