geoname,year,region,geocode,taxrevenueratio,  AGR,AGRm,AGRr,  MIN,MINm,MINr,  MAN,MANm,MANr,  Wholesale trade,  Retail trade,  TandW,TandWm,TandWr,  INF,INFm,INFr,   FandI,FandIm,FandIr,   RE,Rem,REr,"   Professional, scientific, and technical services",   Educational services,   HS,HSm,HSr,STR,GDP,taxrevenue,SPI,PIEPC,PIEPCm,TRADE,TRADEm,TRADEr,PSTE,PSTEm,PSTEr,igt,lg(igt),c,p,lg(pl),wapw,MEHI,MEHIm,unemployrate,lg(gdp),lg(ml),granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty,prediction,taxeffort
Illinois,2021,Great Lakes,13,0.065121103,9066.9,0.25573,0.010632553,1268.1,0.12681,0.001487073,104938.7,0.7733,0.123059291,63929.1,45527.1,35201.4,0.37229,0.041279903,37824.5,0.46589,0.044355954,71036.9,7.10369,0.083303401,113276.2,0.61735,0.132836493,79947.6,11632.7,62697.8,0.21266,0.073524323,55531.962,852749.1,65121.10303,853520.9,49429,0.5527,109456.2,-0.15927,0.128356864,91580.3,0.6339,0.107394191,,,,,,,85460,0.167,-3.241666666,5.93082127,,706466,640281,66185,0.103368677,,,0
Illinois,2022,Great Lakes,13,0.072405817,9303.3,0.02364,0.010765579,1542.5,0.15425,0.001784948,106199.3,0.12606,0.122891548,61978.1,43888.5,34958.1,-0.02433,0.040452762,40491.9,0.26674,0.046856357,69751.3,6.97513,0.080714706,114039.2,0.0763,0.131963712,83956.4,12411.7,65046,0.23482,0.075269834,"62,571",864170.9,72405.81695,851243.1,54341,0.4912,105866.6,-0.35896,0.122506555,96368.1,0.47878,0.111515095,,,,,,,78020,-0.744,-1.55,5.936599638,,696398,641753,54645,0.085149582,,,0
Indiana,1997,Great Lakes,14,0,2118,0.2118,0.012418988,1526,,0.008947769,55040,,0.322729504,11325,13599,7734,,0.045348655,3987,,0.023377953,9583,,0.056190349,22748,,0.133383916,7627,1909,15655,,0.091793793,0,170545.3,0,,18712,,24924,2.4924,0.14614299,9536,,0.055914763,,,,,,,66880,,,5.231839755,,234160,206311,27849,0.134985532,Democrat,,#DIV/0!
Indiana,1998,Great Lakes,14,0,1806,0.1806,0.009784264,1871,0.0345,0.010136411,61419,0.6379,0.332746241,12830,14395,8022,0.0288,0.043460336,4141,0.0154,0.022434461,10591,0.1008,0.057378261,22903,0.0155,0.124080287,7934,1876,16186,0.0531,0.087689976,0,184582.1,0,154521.8,19600,0.0888,27225,2.7225,0.147495342,9810,0.0274,0.053147082,,,,,,,67410,0.053,-0.408333334,5.266189583,,246128,218966,27162,0.124046656,Democrat,,#DIV/0!
Indiana,1999,Great Lakes,14,0,1427,0.1427,0.00738993,1989,0.0118,0.010300331,63632,0.2213,0.329527718,13260,14646,8256,0.0234,0.042754916,4135,-0.0006,0.021413709,11201,0.061,0.058006034,24194,0.1291,0.125292205,8260,1906,16631,0.0445,0.086126092,0,193100.6,0,160465.8,20680,0.108,27906,2.7906,0.144515346,10166,0.0356,0.052646134,,,,,,,67880,0.047,-0.058333333,5.285783623,,267886,237884,30002,0.126120294,Democrat,,#DIV/0!
Indiana,2000,Great Lakes,14,0.04976217,1950,0.195,0.009603409,1770,-0.0219,0.00871694,66207,0.2575,0.326057889,13815,14820,8538,0.0282,0.042048156,3885,-0.025,0.019132945,12123,0.0922,0.059703654,24870,0.0676,0.122480398,8243,1994,17285,0.0654,0.0851256,10104.353,203052.9,49762.17035,171032.1,21856,0.1176,28635,2.8635,0.141022364,10237,0.0071,0.050415434,,,,,,,65660,-0.222,0.1,5.307609196,,285874,254098,31776,0.125054113,Democrat,0.03176245,0.638285067
Indiana,2001,Great Lakes,14,0.049446748,2039,0.2039,0.009966708,2131,0.0361,0.010416407,61709,-0.4498,0.301635879,14278,15255,7868,-0.067,0.038459076,4017,0.0132,0.019635245,12121,-0.0002,0.059247897,26072,0.1202,0.127440902,8538,2080,17630,0.0345,0.086176093,10115.87,204581.1,49446.74752,175229.8,22548,0.0692,29533,2.9533,0.144358399,10618,0.0381,0.051901178,,,,,,,63450,-0.221,1.191666667,5.310865509,,318542,284384,34158,0.120112243,Democrat,0.034747447,0.702724616
Indiana,2002,Great Lakes,14,0.048018527,2009,0.2009,0.00945722,1976,-0.0155,0.009301875,67114,0.5405,0.315934215,14558,15667,7718,-0.015,0.036331917,4447,0.043,0.020933925,11852,-0.0269,0.055792418,25543,-0.0529,0.120241792,8868,2100,18011,0.0381,0.084785457,10200.59,212430.3,48018.52655,177918.8,23206,0.0658,30225,3.0225,0.142281963,10968,0.035,0.051631053,,,,,,,63710,0.026,0.95,5.327216462,,352895,314672,38223,0.12146934,Democrat,0.037710359,0.785329358
Indiana,2003,Great Lakes,14,0.050186541,2536,0.2536,0.011346995,1930,-0.0046,0.008635528,71394,0.428,0.319442959,15010,16820,8070,0.0352,0.036108142,4822,0.0375,0.021575398,12399,0.0547,0.055477677,24890,-0.0653,0.111366995,8901,2137,18434,0.0423,0.082480482,11216.456,223495.3,50186.54084,182458,24145,0.0939,31830,3.183,0.142419102,11038,0.007,0.049388063,,,,,,,64500,0.079,0.083333333,5.349268395,,388542,350650,37892,0.10806217,Democrat,0.039292884,0.782936684
Indiana,2004,Great Lakes,14,0.050467131,2715,0.2715,0.0114588,1638,-0.0292,0.006913265,76074,0.468,0.321074316,14999,16806,8586,0.0516,0.036237664,5421,0.0599,0.022879615,13075,0.0676,0.055183725,24418,-0.0472,0.103057453,9186,2243,18953,0.0519,0.079992133,11957.47,236935.8,50467.13076,191088.3,25580,0.1435,31805,3.1805,0.134234675,11429,0.0391,0.048236695,,,,,,,62790,-0.171,0.125,5.374630686,,407512,369909,37603,0.101654731,Democrat,0.041195614,0.81628603
Indiana,2005,Great Lakes,14,0.052736792,2102,0.2102,0.008624004,1413,-0.0225,0.005797201,73003,-0.3071,0.299513864,15809,17225,9307,0.0721,0.038184397,5847,0.0426,0.023988844,13309,0.0234,0.054603647,25416,0.0998,0.104275774,9379,2327,19365,0.0412,0.079449967,12853.976,243738.3,52736.79188,196999,26874,0.1294,33034,3.3034,0.135530608,11706,0.0277,0.048026921,,,,,,,61170,-0.162,-0.008333333,5.386923778,,428018,388870,39148,0.100671175,Republican,0.041817828,0.79295358
Indiana,2006,Great Lakes,14,0.05342255,2569,0.2569,0.010072353,1393,-0.002,0.005461576,72768,-0.0235,0.285303617,16145,17200,10159,0.0852,0.039830687,5980,0.0133,0.02344596,13417,0.0108,0.052604423,24849,-0.0567,0.097426198,9676,2429,20196,0.0831,0.079183046,13625.667,255054.6,53422.54952,208373.7,27752,0.0878,33345,3.3345,0.130736713,12105,0.0399,0.047460426,,,,,,,63610,0.244,-0.391666667,5.406633161,,434099,391181,42918,0.109713918,Republican,0.042976237,0.804458735
Indiana,2007,Great Lakes,14,0.05277279,2418,0.2418,0.008987057,1412,0.0019,0.005248025,84013,1.1245,0.312253767,16271,16499,9747,-0.0412,0.036226982,6541,0.0561,0.024311141,14912,0.1495,0.055423901,24833,-0.0016,0.092297594,9977,2392,19979,-0.0217,0.074256579,14198.709,269053.6,52772.78951,215919.9,28595,0.0843,32770,3.277,0.121797292,12369,0.0264,0.045972252,,,,,,,64810,0.12,-0.375,5.429838807,,443797,397808,45989,0.115606021,Republican,0.041050381,0.777870205
Indiana,2008,Great Lakes,14,0.05540664,3254,0.3254,0.011926159,1349,-0.0063,0.004944188,81888,-0.2125,0.300125785,16314,16192,9703,-0.0044,0.035562237,6817,0.0276,0.024984827,11668,-0.3244,0.042764113,25802,0.0969,0.094566304,10939,2471,20987,0.1008,0.076918961,15117.458,272845.6,55406.64024,226602.3,29149,0.0554,32506,3.2506,0.119136977,13410,0.1041,0.049148676,,,,,,,61290,-0.352,1.316666667,5.435916955,,461317,411142,50175,0.122038128,Republican,0.04849477,0.875251955
Indiana,2009,Great Lakes,14,0.057041544,3335,0.3335,0.012766122,1460,0.0111,0.005588767,69987,-1.1901,0.267904821,14092,16004,8733,-0.097,0.033429248,6514,-0.0303,0.024935088,13597,0.1929,0.052048264,26314,0.0512,0.100727956,10255,2607,20926,-0.0061,0.080103109,14901.436,261238.3,57041.54406,220908.7,28558,-0.0591,30096,3.0096,0.115205159,12862,-0.0548,0.049234741,,,,,,,58610,-0.268,4.491666663,5.417036849,,537991,484480,53511,0.11045038,Republican,0.055581665,0.974406741
Indiana,2010,Great Lakes,14,0.049247417,3078,0.3078,0.01098812,1605,0.0145,0.005729673,82769,1.2782,0.2954762,14582,16398,9473,0.074,0.033817565,6366,-0.0148,0.022725918,13493,-0.0104,0.048168522,27543,0.1229,0.098325472,10370,2599,21075,0.0149,0.075235425,13795.221,280120.7,49247.41727,231025.6,29371,0.0813,30980,3.098,0.110595183,12969,0.0107,0.046297899,,,,,,,60210,0.16,-0.35,5.447345203,,608390,559569,48821,0.087247507,Republican,0.05322119,1.080689978
Indiana,2011,Great Lakes,14,0.052159099,3279,0.3279,0.01135588,1712,0.0107,0.005929023,80867,-0.1902,0.280059747,14933,16732,9759,0.0286,0.033797508,6059,-0.0307,0.020983615,13651,0.0158,0.047276338,27931,0.0388,0.096731037,10836,2610,21252,0.0177,0.073600229,15060.893,288749.1,52159.09937,245731.2,30370,0.0999,31665,3.1665,0.109662679,13446,0.0477,0.046566379,,,,,,,56250,-0.396,-1.174999997,5.460520639,,606770,552210,54560,0.098802992,Republican,0.052516715,1.006856253
Indiana,2012,Great Lakes,14,0.054744894,2722,0.2722,0.009147959,1667,-0.0045,0.005602369,78317,-0.255,0.263203795,15213,16756,9963,0.0204,0.033483144,6346,0.0287,0.021327314,13945,0.0294,0.046865648,28799,0.0868,0.096786216,10921,2619,22060,0.0808,0.074138127,16289.491,297552.7,54744.89393,256284.7,31369,0.0999,31969,3.1969,0.107439791,13540,0.0094,0.045504544,,,,,,,57310,0.106,-0.683333333,5.473563895,,544573,488543,56030,0.11468796,Republican,0.052005908,0.949968192
Indiana,2013,Great Lakes,14,0.054687848,4643,0.4643,0.015041384,1759,0.0092,0.005698427,83100,0.4783,0.269209351,15646,17118,9937,-0.0026,0.032191737,6607,0.0261,0.021403925,12410,-0.1535,0.040203226,28796,-0.0003,0.093287033,11107,2538,22422,0.0362,0.072637931,16881.138,308681.7,54687.84836,259534.8,31915,0.0546,32764,3.2764,0.106141699,13645,0.0105,0.044204111,,,,,,,60670,0.336,-0.725,5.489510883,,546178,486781,59397,0.122019964,Republican,0.055021537,1.006101703
Indiana,2014,Great Lakes,14,0.052493879,3847,0.3847,0.011835445,1887,0.0128,0.005805429,85670,0.257,0.263567074,16151,17330,10052,0.0115,0.030925367,6466,-0.0141,0.0198929,15217,0.2807,0.04681569,28926,0.013,0.08899196,11225,2561,22884,0.0462,0.070403513,17062.642,325040.6,52493.87923,269159.1,32872,0.0957,33481,3.3481,0.103005594,13786,0.0141,0.042413163,,,,,,,58130,-0.254,-1.55,5.511937611,,576978,517428,59550,0.115088476,Republican,0.050349318,0.959146456
Indiana,2015,Great Lakes,14,0.052879972,3636,0.3636,0.011027368,1540,-0.0347,0.004670557,87944,0.2274,0.266719155,16516,18447,9528,-0.0524,0.028896799,6294,-0.0172,0.019088629,15486,0.0269,0.046966397,28899,-0.0027,0.087645739,11854,2529,23755,0.0871,0.072044864,17435.854,329725.1,52879.97183,279385.7,33611,0.0739,34963,3.4963,0.106036817,14383,0.0597,0.043621186,,,,,,,62930,0.48,-1.166666667,5.518152009,,624357,567054,57303,0.101053868,Republican,0.049778849,0.941355434
Indiana,2016,Great Lakes,14,0.052208058,3628.4,0.36284,0.010727707,1275.7,-0.02643,0.003771727,91707,0.3763,0.271140388,19514.2,19596.7,11369.9,0.18419,0.033616181,6573.6,0.02796,0.019435468,19714.2,0.42282,0.05828689,32798.2,0.38992,0.096970969,14341.1,3758.5,28307.2,0.45522,0.083692904,17658.175,338227,52208.05849,287275.2,34627,0.1016,39110.9,3.91109,0.115635062,18099.6,0.37166,0.053513173,,,,,,,67310,0.438,-0.416666666,5.529208274,,660833,599787,61046,0.101779465,Republican,0.045561297,0.872687067
Indiana,2017,Great Lakes,14,0.050821523,3931.8,0.39318,0.010996941,1392.9,0.01172,0.003895834,92862,0.1155,0.259727837,19857.8,21327.6,13021.3,0.16514,0.03641957,6492,-0.00816,0.018157622,21097.2,0.1383,0.059007238,35788.2,0.299,0.100096829,15221.3,3715.1,30032.5,0.17253,0.083998581,18170.514,357535.8,50821.52333,297990.5,36173,0.1546,41185.4,4.11854,0.115192381,18936.4,0.08368,0.052963647,,,,,,,69290,0.198,-0.875,5.553319534,,674712,613125,61587,0.100447706,Republican,0.043832616,0.862481355
Indiana,2018,Great Lakes,14,0.059812758,4150.7,0.41507,0.011255742,1259.8,-0.01331,0.003416287,96563.6,0.37016,0.261858229,20756.9,21789.3,13191.2,0.01699,0.035771494,6318,-0.0174,0.01713296,20862.2,-0.0235,0.056573479,37673.8,0.18856,0.102162663,16344.1,3781.2,30776.7,0.07442,0.083459318,22056.726,368762.9,59812.75774,313127.2,37593,0.142,42546.2,4.25462,0.115375489,20125.3,0.11889,0.054575176,,,,,,,69230,-0.006,-0.058333334,5.566747222,,696507,634179,62328,0.0982814,,,0
Indiana,2019,Great Lakes,14,0.061902756,3318.4,0.33184,0.008943402,1102.8,-0.0157,0.00297215,96470.7,-0.00929,0.259997655,20523.5,21642.3,13065.5,-0.01257,0.035212757,6730.6,0.04126,0.018139603,22534.5,0.16723,0.060732608,37840,0.01662,0.101982377,16949.5,3830.9,31726.3,0.09496,0.085505377,22968.677,371044.5,61902.7556,326386.7,38310,0.0717,42165.8,4.21658,0.113640817,20780.4,0.06551,0.056005142,,,,,,,75960,0.673,-0.141666666,5.569425998,,749554,685729,63825,0.093076128,,,0
Indiana,2020,Great Lakes,14,0.062291339,4521.5,0.45215,0.012588231,1063.5,-0.00393,0.002960872,91456.6,-0.50141,0.254622761,20828.7,21871.8,13173.4,0.01079,0.036675838,6324,-0.04066,0.017606541,18756.1,-0.37784,0.052218538,37736.2,-0.01038,0.105060711,17020.6,3424.4,31345.4,-0.03809,0.087268194,22374.096,359184.7,62291.33925,351106.6,38193,-0.0117,42700.5,4.27005,0.118881734,20445,-0.03354,0.056920576,,,,,,,75310,-0.065,4.05,5.555317829,,750722,685084,65638,0.095810149,,,0
Indiana,2021,Great Lakes,14,0.069451687,5456.4,0.54564,0.014207488,1063.7,2.00E-05,0.002769684,101223.1,0.97665,0.263566818,21047.5,21975.6,14383.4,0.121,0.037451797,7118.2,0.07942,0.018534518,19804.1,0.1048,0.051566328,40567.7,0.28315,0.105631023,19381.1,3551.5,32805.8,0.14604,0.085420426,26672.99,384051,69451.68741,387919.3,42565,0.4372,43023.1,4.30231,0.112024445,22932.6,0.24876,0.059712382,,,,,,,75690,0.038,-3.45,5.5843889,,706466,640281,66185,0.103368677,,,0
Indiana,2022,Great Lakes,14,0.073884647,5286.6,0.52866,0.01334969,1311.4,0.02477,0.003311539,107823.9,0.66008,0.27227625,20478.7,21367.4,13869.4,-0.0514,0.035022924,7678.8,0.05606,0.019390459,20277.1,0.0473,0.051203608,42393.8,0.18261,0.107052563,21334.3,3805.2,34258.2,0.14524,0.086508596,"29,259",396009.2,73884.64712,398522.6,46579,0.4014,41846.1,4.18461,0.105669515,25139.5,0.22069,0.063482111,,,,,,,70030,-0.566,-0.9,5.597705275,,696398,641753,54645,0.085149582,,,0
Iowa,1997,Plains,15,0,4308,0.4308,0.052172523,372,,0.004505148,21930,,0.265585754,6162,6783,3579,0.3579,0.043343886,2672,,0.032359559,6833,0.6833,0.082751822,10338,,0.125199522,3308,1095,7644,,0.09257353,0,82572.2,0,,18592,,12945,1.2945,0.156771892,4403,,0.053323031,,,,,,,58100,,,4.916833856,,234160,206311,27849,0.134985532,Republican,,#DIV/0!
Iowa,1998,Plains,15,0,3129,0.3129,0.037009045,469,0.0097,0.005547217,21493,-0.0437,0.254213933,6370,7225,3459,0.3459,0.040912204,2770,0.0098,0.032762881,7868,0.7868,0.093060775,10289,-0.0049,0.121695769,3293,1024,8012,0.0368,0.094763971,0,84546.9,0,73147.5,19451,0.0859,13595,1.3595,0.160798326,4317,-0.0086,0.051060417,,,,,,,62810,0.471,-0.3,4.927097688,,246128,218966,27162,0.124046656,Republican,,#DIV/0!
Iowa,1999,Plains,15,0,2305,0.2305,0.026294085,491,0.0022,0.005601039,22433,0.094,0.25590248,6717,7311,3646,0.3646,0.041591425,2853,0.0083,0.032545347,8081,0.8081,0.092183299,10912,0.0623,0.124477683,3342,1038,7962,-0.005,0.090825817,0,87662.3,0,74998.7,20479,0.1028,14028,1.4028,0.16002318,4380,0.0063,0.049964466,,,,,,,68320,0.551,-0.183333334,4.942812861,,267886,237884,30002,0.126120294,Republican,,#DIV/0!
Iowa,2000,Plains,15,0.055739783,3238,0.3238,0.0348065,492,0.0001,0.005288696,23068,0.0635,0.247966754,6439,7441,3853,0.3853,0.041417371,2758,-0.0095,0.029646797,11027,1.1027,0.11853344,11355,0.0443,0.122059238,3302,1064,8192,0.023,0.088058941,5185.394,93028.6,55739.78325,80082.6,21604,0.1125,13880,1.388,0.149201428,4366,-0.0014,0.046931804,,,11,Swing,3.46673,0.6459,65870,-0.245,0.025,4.968616485,5.367208646,285874,254098,31776,0.125054113,Democrat,0.039709954,0.712416731
Iowa,2001,Plains,15,0.054434277,2960,0.296,0.031233249,443,-0.0049,0.004674436,22729,-0.0339,0.239831256,6402,7637,3656,0.3656,0.038577283,2703,-0.0055,0.028521443,9867,0.9867,0.104114347,11801,0.0446,0.124521477,3409,1146,8403,0.0211,0.088666551,5158.78,94770.8,54434.27722,82519.7,22313,0.0709,14039,1.4039,0.148136346,4555,0.0189,0.048063328,,,3,Swing,3.46716,0.6476,64390,-0.148,0.641666667,4.976674547,5.367566493,318542,284384,34158,0.120112243,Democrat,0.041634125,0.764851254
Iowa,2002,Plains,15,0.050580403,4127,0.4127,0.041696935,453,0.001,0.004576862,23319,0.059,0.235602332,6523,7849,3654,0.3654,0.036918003,2948,0.0245,0.029784968,10243,1.0243,0.10348963,11733,-0.0068,0.11854377,3584,1132,8555,0.0152,0.086435008,5006.251,98976.1,50580.40274,84518.2,22833,0.052,14372,1.4372,0.145206772,4716,0.0161,0.047647867,,,3,Swing,3.46749,0.6495,63710,-0.068,0.675,4.995530337,5.367924046,352895,314672,38223,0.12146934,Democrat,0.038550583,0.76216441
Iowa,2003,Plains,15,0.04684773,3971,0.3971,0.037792593,455,0.0002,0.004330302,24578,0.1259,0.233912452,6720,8149,3955,0.3955,0.037640318,3198,0.025,0.030435838,12259,1.2259,0.116670711,11758,0.0025,0.111902621,3580,1154,8671,0.0116,0.082523186,4922.455,105073.5,46847.7304,86330.6,23980,0.1147,14869,1.4869,0.141510466,4734,0.0018,0.045054176,,,3,Swing,3.46864,0.6507,62920,-0.079,0.45,5.021493199,5.368413342,388542,350650,37892,0.10806217,Democrat,0.039222754,0.837239158
Iowa,2004,Plains,15,0.044702017,5550,0.555,0.047577206,442,-0.0013,0.003789032,27413,0.2835,0.234997107,7210,8117,4548,0.4548,0.038987591,3676,0.0478,0.031512398,14096,1.4096,0.12083753,11895,0.0137,0.101969525,3638,1204,8996,0.0325,0.077117936,5214.602,116652.5,44702.01667,93377.9,25369,0.1389,15327,1.5327,0.13139024,4842,0.0108,0.041507897,,,3,Swing,3.47036,0.6522,64360,0.144,0.075,5.066894051,5.369690723,407512,369909,37603,0.101654731,Democrat,0.040451962,0.90492476
Iowa,2005,Plains,15,0.047276721,4746,0.4746,0.038830344,444,0.0002,0.003632674,27075,-0.0338,0.221519505,7797,8083,4822,0.4822,0.039452153,3958,0.0282,0.032383165,16459,1.6459,0.134662587,12397,0.0502,0.101428525,3625,1179,9110,0.0114,0.074535279,5778.35,122224,47276.72143,96080,26625,0.1256,15880,1.588,0.129925383,4804,-0.0038,0.039304883,,,3,Swing,3.47194,0.6539,67030,0.267,-0.233333333,5.087156493,5.369690723,428018,388870,39148,0.100671175,Democrat,0.044724921,0.946024175
Iowa,2006,Plains,15,0.048224263,5110,0.511,0.040272942,446,0.0002,0.003515016,29079,0.2004,0.22917747,7914,7950,5126,0.5126,0.040399041,4146,0.0188,0.032675463,15043,1.5043,0.11855692,12409,0.0012,0.097797835,3673,1190,9349,0.0239,0.073681357,6118.897,126884.2,48224.26275,101998.6,27856,0.1231,15864,1.5864,0.125027387,4863,0.0059,0.038326285,,,3,Swing,3.4746,0.6546,67420,0.039,-0.591666667,5.103407546,5.371136235,434099,391181,42918,0.109713918,Democrat,0.050502689,1.047246466
Iowa,2007,Plains,15,0.047232397,4871,0.4871,0.035560715,405,-0.0041,0.002956701,29008,-0.0071,0.211772779,8190,7762,5105,0.5105,0.037269031,4549,0.0403,0.033209955,18633,1.8633,0.136030136,13569,0.116,0.099060426,3878,1192,9305,-0.0044,0.067931113,6469.752,136977,47232.39668,109069,28819,0.0963,15952,1.5952,0.116457507,5070,0.0207,0.037013513,,,8,Swing,3.47701,0.6545,66800,-0.062,0.016666667,5.13664765,5.37169944,443797,397808,45989,0.115606021,Democrat,0.047647146,1.008781028
Iowa,2008,Plains,15,0.050471324,6292,0.6292,0.046077145,405,0,0.002965868,28748,-0.026,0.210525391,8642,7886,4998,0.4998,0.036601012,4659,0.011,0.034118471,12416,1.2416,0.090924003,13931,0.0362,0.102018548,4205,1230,9843,0.0538,0.072081586,6892.041,136553.6,50471.32408,116112.8,29761,0.0942,16528,1.6528,0.121036721,5435,0.0365,0.039801221,,,8,Swing,3.47954,0.6538,66060,-0.074,0.466666666,5.135303154,5.37191714,461317,411142,50175,0.122038128,Democrat,0.05263972,1.042962931
Iowa,2009,Plains,15,0.051266264,6581,0.6581,0.048300492,319,-0.0086,0.002341264,25383,-0.3365,0.186295607,7901,8070,4693,0.4693,0.034443733,4574,-0.0085,0.033570347,13318,1.3318,0.097745928,14326,0.0395,0.105144028,4112,1272,9967,0.0124,0.073151649,6985.09,136251.2,51266.26408,112963.4,29602,-0.0159,15971,1.5971,0.117217316,5384,-0.0051,0.039515248,,,16,Swing,3.48185,0.6534,67100,0.104,2.216666667,5.134340336,5.372453544,537991,484480,53511,0.11045038,Democrat,0.050052286,0.976320139
Iowa,2010,Plains,15,0.048128695,6306,0.6306,0.044571041,294,-0.0025,0.002078003,27131,0.1748,0.19176291,8096,8185,5018,0.5018,0.035467409,4498,-0.0076,0.03179203,13470,1.347,0.095206457,15094,0.0768,0.106684949,4128,1275,9760,-0.0207,0.06898404,6809.344,141482,48128.69482,116535.7,30456,0.0854,16281,1.6281,0.115074709,5403,0.0019,0.038188603,,,16,Swing,3.48428,,63960,-0.314,-0.283333333,5.15070119,5.370137291,608390,559569,48821,0.087247507,Democrat,0.050494646,1.049158844
Iowa,2011,Plains,15,0.049756444,7764,0.7764,0.052734892,269,-0.0025,0.001827111,26220,-0.0911,0.178092334,8241,8215,5111,0.5111,0.0347151,4381,-0.0117,0.02975677,14174,1.4174,0.096273102,15663,0.0569,0.106386736,4265,1259,9848,0.0088,0.066889905,7325.492,147227,49756.44413,125499.8,31734,0.1278,16456,1.6456,0.111772976,5524,0.0121,0.037520292,,,9,Swing,3.48662,,63560,-0.04,-0.466666667,5.167987463,5.370320603,606770,552210,54560,0.098802992,Republican,0.04956433,0.996138912
Iowa,2012,Plains,15,0.050444856,6846,0.6846,0.04353555,341,0.0072,0.00216851,28642,0.2422,0.182142158,8642,8400,5180,0.518,0.032941009,4124,-0.0257,0.026225622,15836,1.5836,0.10070537,15827,0.0164,0.100648137,4486,1249,10164,0.0316,0.064635601,7932.494,157250.8,50444.85624,131137,32499,0.0765,17042,1.7042,0.108374647,5735,0.0211,0.036470403,,,9,Swing,3.48801,,66360,0.28,-0.591666667,5.196592864,5.370703641,544573,488543,56030,0.11468796,Republican,0.055791068,1.105981312
Iowa,2013,Plains,15,0.052241962,8257,0.8257,0.051509734,320,-0.0021,0.00199626,27935,-0.0707,0.174267217,8998,8458,5148,0.5148,0.032114825,4168,0.0044,0.02600128,14743,1.4743,0.091971419,16007,0.018,0.099856644,4569,1202,10229,0.0065,0.063811683,8374.376,160299.8,52241.96162,133435.1,33094,0.0595,17456,1.7456,0.108895956,5771,0.0036,0.036001293,,,9,Swing,3.49038,,73800,0.744,-0.333333333,5.204932981,5.370685145,546178,486781,59397,0.122019964,Republican,0.062089985,1.188507909
Iowa,2014,Plains,15,0.049981966,7794,0.7794,0.045442752,359,0.0039,0.002093142,28580,0.0645,0.166635085,9189,8634,5241,0.5241,0.03055754,4059,-0.0109,0.023665914,16857,1.6857,0.098284382,15898,-0.0109,0.092692952,4718,1206,10525,0.0296,0.06136579,8572.532,171512.5,49981.96633,137733.5,34155,0.1061,17823,1.7823,0.103916624,5924,0.0153,0.034539757,,,9,Swing,3.49267,,69930,-0.387,-0.5,5.234295777,5.369351321,576978,517428,59550,0.115088476,Republican,0.06126087,1.225659471
Iowa,2015,Plains,15,0.051635326,7865,0.7865,0.044194207,324,-0.0035,0.001820588,28906,0.0326,0.162425652,9071,8699,5070,0.507,0.028488828,4190,0.0131,0.023544021,17119,1.7119,0.096193342,16399,0.0501,0.092147591,4940,1176,10892,0.0367,0.061203217,9189.255,177964.5,51635.32615,142521.2,34610,0.0455,17770,1.777,0.099851375,6116,0.0192,0.034366405,,,9,Swing,3.49429,,73660,0.373,-0.533333333,5.250333379,5.3705834,624357,567054,57303,0.101053868,Republican,0.065511853,1.268740958
Iowa,2016,Plains,15,0.053036136,7574.9,0.75749,0.042000969,262.7,-0.00613,0.001456607,31423.6,0.25176,0.174236182,10755.6,9530.6,5667.7,0.56677,0.031426011,4614.8,0.04248,0.025587938,26459.9,2.64599,0.146713679,17964.9,0.15659,0.09961098,5898.4,1848.9,11879.7,0.09877,0.065870033,9565.099,180350.6,53036.13628,143839.9,35631,0.1021,20286.2,2.02862,0.112482021,7747.3,0.16313,0.042956885,,,9,Swing,3.49573,,70900,-0.276,-0.116666667,5.256117591,5.371655149,660833,599787,61046,0.101779465,Republican,0.055974906,1.055410711
Iowa,2017,Plains,15,0.052133226,8510.9,0.85109,0.045482432,380.5,0.01178,0.0020334,31977.4,0.05538,0.170887909,11215.1,10432.5,6469.1,0.64691,0.034571009,4470.1,-0.01447,0.02388831,26574.1,2.65741,0.142012558,18487.2,0.05223,0.098795992,6230.7,1760.7,12315.3,0.04356,0.065813226,9755.43,187125,52133.22645,147911.5,36790,0.1159,21647.6,2.16476,0.115685237,7991.4,0.02441,0.042706212,,,1,Swing,3.49714,,74840,0.394,-0.516666667,5.272131813,5.37115656,674712,613125,61587,0.100447706,Republican,0.062241469,1.193892528
Iowa,2018,Plains,15,0.053309069,9427,0.9427,0.049813707,381.6,0.00011,0.002016433,33726.3,0.17489,0.178214918,11131.3,10632.9,6466,0.6466,0.034167331,4578.3,0.01082,0.024192436,24905.8,2.49058,0.13160605,18306.2,-0.0181,0.096732756,6565.6,1766.5,12505.3,0.019,0.066079914,10088.48,189245.1,53309.0685,154686,37817,0.1027,21764.2,2.17642,0.115005355,8332.1,0.03407,0.044028088,,,1,Swing,3.49812,,79430,0.459,-0.483333333,5.277024643,5.371760333,696507,634179,62328,0.0982814,,,0
Iowa,2019,Plains,15,0.056201991,7121.4,0.71214,0.037815742,451.5,0.00699,0.002397535,32603.4,-0.11229,0.173129126,10829.8,10850.2,6291.4,0.62914,0.033408313,4993.9,0.04156,0.026518386,26418.8,2.64188,0.140287938,18167.4,-0.01388,0.09647172,6672.2,1761,12637.5,0.01322,0.067107091,10583.869,188318.4,56201.99088,158118.5,38615,0.0798,21680,2.168,0.115124173,8433.2,0.01011,0.044781604,,,5,Swing,3.49901,,75240,-0.419,0.091666667,5.274892756,5.372081265,749554,685729,63825,0.093076128,,,0
