geoname,year,region,taxrevenueratio,agr,agrm,agrr,min,minm,minr,man,manm,manr,wholesaletrade,retailtrade,tandw,tandwm,tandwr,inf,infm,infr,fandi,fandim,fandir,re,rem,rer,professionalscientificandtechnic,educationalservices,hs,hsm,hsr,str,gdp,taxrevenue,spi,piepc,piepcm,trade,tradem,trader,pste,pstem,pster,igt,lgigt,c,p,lgpl,wapw,mehi,mehim,unemployrate,lggdp,lgml,granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
Wisconsin,2006,Great Lakes,0.0585258,3519,0.3519,0.01492945,674,0.0674,0.00285946,54040,5.404,0.2292661,15556,16025,8216,0.8216,0.0348566,7560,0.756,0.0320735,16647,1.6647,0.0706253,27833,2.7833,0.1180822,10085,2173,20772,2.0772,0.0881258,13795.044,235708.6,58525.84,201058.4,30197,3.0197,31581,3.1581,0.1339832,12258,1.2258,0.0520049,623078.2,9.7945,3,Swing,3.74645,0.672,72410,7.241,4.675,5.372375,5.373363,434099,391181,42918,0.1097139,Democrat
Indiana,2015,Great Lakes,0.05288,3636,0.3636,0.01102737,1540,0.154,0.00467056,87944,8.7944,0.2667192,16516,18447,9528,0.9528,0.0288968,6294,0.6294,0.0190886,15486,1.5486,0.0469664,28899,2.8899,0.0876457,11854,2529,23755,2.3755,0.0720449,17435.854,329725.1,52879.97,279385.7,33611,3.3611,34963,3.4963,0.1060368,14383,1.4383,0.0436212,,,,,,,62930,6.293,4.783333,5.518152,,624357,567054,57303,0.1010539,Republican
Wisconsin,2014,Great Lakes,0.0557528,3984,0.3984,0.01357321,962,0.0962,0.00327747,52696,5.2696,0.1795316,15780,15817,7883,0.7883,0.0268568,9327,0.9327,0.0317764,19082,1.9082,0.065011,32737,3.2737,0.1115327,10988,2456,23062,2.3062,0.0785706,16364.516,293519.4,55752.76,255165.3,35815,3.5815,31597,3.1597,0.1076488,13444,1.3444,0.0458028,929522.9,9.9683,9,Swing,3.75978,0.6614,70250,7.025,5.35,5.467637,5.377015,576978,517428,59550,0.1150885,Republican
Michigan,2011,Great Lakes,0.0593906,3226,0.3226,0.00804277,1914,0.1914,0.00477181,76272,7.6272,0.1901545,24581,25364,9422,0.9422,0.0234901,10964,1.0964,0.0273345,19452,1.9452,0.048496,46389,4.6389,0.1156529,27512,2909,33480,3.348,0.0834693,23821.872,401105.4,59390.55,372954.2,32380,3.238,49945,4.9945,0.1245184,30421,3.0421,0.0758429,,,,,,,61860,6.186,10.00833,5.603259,,606770,552210,54560,0.098803,Democrat
Indiana,2009,Great Lakes,0.0570415,3335,0.3335,0.01276612,1460,0.146,0.00558877,69987,6.9987,0.2679048,14092,16004,8733,0.8733,0.0334292,6514,0.6514,0.0249351,13597,1.3597,0.0520483,26314,2.6314,0.100728,10255,2607,20926,2.0926,0.0801031,14901.436,261238.3,57041.54,220908.7,28558,2.8558,30096,3.0096,0.1152052,12862,1.2862,0.0492347,,,,,,,58610,5.861,10.43333,5.417037,,537991,484480,53511,0.1104504,Republican
Ohio,2003,Great Lakes,0.0486017,2009,0.2009,0.004728,2919,0.2919,0.0068696,91384,9.1384,0.2150639,29951,35678,13578,1.3578,0.0319546,12768,1.2768,0.0300483,34253,3.4253,0.0806113,54610,5.461,0.1285197,23120,4041,38205,3.8205,0.089912,20651.597,424915.5,48601.66,348428.7,25607,2.5607,65629,6.5629,0.1544519,27161,2.7161,0.0639209,1297071,10.113,1,Swing,4.05823,0.6612,66170,6.617,6.216667,5.628303,5.418758,388542,350650,37892,0.1080622,Republican
Illinois,2003,Great Lakes,0.041952,3358,0.3358,0.00634237,2685,0.2685,0.00507125,82261,8.2261,0.1553691,43863,36307,19861,1.9861,0.0375121,19463,1.9463,0.0367604,53911,5.3911,0.1018235,76742,7.6742,0.1449452,45151,7064,39263,3.9263,0.0741573,22211.693,529455.4,41951.96,440480.1,27533,2.7533,80170,8.017,0.1514197,52215,5.2215,0.0986202,,,,,,,68650,6.865,6.725,5.723829,,388542,350650,37892,0.1080622,Democrat
Michigan,2001,Great Lakes,0.0638796,1617,0.1617,0.0046395,1509,0.1509,0.00432963,73825,7.3825,0.2118188,24531,27380,9402,0.9402,0.0269762,8749,0.8749,0.0251026,18542,1.8542,0.0532007,50671,5.0671,0.1453853,30598,2432,28382,2.8382,0.0814337,22263.902,348529,63879.63,306670.4,23808,2.3808,51911,5.1911,0.1489431,33030,3.303,0.0947697,,,,,,,70790,7.079,5.158333,5.542239,,318542,284384,34158,0.1201122,Republican
Wisconsin,2007,Great Lakes,0.0594118,3328,0.3328,0.0136524,584,0.0584,0.00239573,53737,5.3737,0.2204444,15741,15291,7691,0.7691,0.0315507,8257,0.8257,0.0338726,17712,1.7712,0.0726596,29031,2.9031,0.1190934,10408,2244,20693,2.0693,0.0848885,14482.624,243766.7,59411.82,210529.9,31169,3.1169,31032,3.1032,0.1273021,12652,1.2652,0.0519021,642802.4,9.8081,7,Swing,3.74902,0.6719,70040,7.004,4.825,5.386974,5.374316,443797,397808,45989,0.115606,Democrat
Wisconsin,2001,Great Lakes,0.0626172,2872,0.2872,0.01528153,677,0.0677,0.00360223,46500,4.65,0.2474203,13872,15099,7114,0.7114,0.0378526,5089,0.5089,0.0270779,12886,1.2886,0.0685647,26061,2.6061,0.1386671,8978,1970,17684,1.7684,0.0940942,11768.235,187939.3,62617.21,166593.2,24124,2.4124,28971,2.8971,0.1541508,10948,1.0948,0.0582529,511757.2,9.7091,1,Swing,3.73294,0.6624,71260,7.126,4.433333,5.274018,5.365497,318542,284384,34158,0.1201122,Republican
Illinois,2014,Great Lakes,0.0543883,5113,0.5113,0.00667572,2174,0.2174,0.00283845,90049,9.0049,0.1175712,52463,35509,25514,2.5514,0.033312,23515,2.3515,0.030702,59889,5.9889,0.0781932,88633,8.8633,0.1157224,53999,9184,47166,4.7166,0.0615816,41656.539,765910.2,54388.28,629465,38009,3.8009,87972,8.7972,0.1148594,63183,6.3183,0.082494,,,,,,,66430,6.643,7.166667,5.884178,,576978,517428,59550,0.1150885,Democrat
Illinois,2011,Great Lakes,0.0448655,5527,0.5527,0.00803006,2039,0.2039,0.00296242,90409,9.0409,0.1313533,48075,34245,25144,2.5144,0.0365312,23371,2.3371,0.0339552,57337,5.7337,0.0833037,85931,8.5931,0.1248473,50681,9270,45796,4.5796,0.066536,30880.437,688288.9,44865.52,568230.3,35290,3.529,82320,8.232,0.1196009,59951,5.9951,0.0871015,,,,,,,64090,6.409,9.758333,5.837771,,606770,552210,54560,0.098803,Democrat
Ohio,2016,Great Lakes,0.0461805,2790.9,0.27909,0.00449158,7539.2,0.75392,0.01213332,101236.3,10.12363,0.1629262,39088.1,37014.4,20049,2.0049,0.0322662,17920.9,1.79209,0.0288413,56956.9,5.69569,0.0916644,69211.6,6.92116,0.1113867,32245.8,6188,54452.4,5.44524,0.0876338,28694.883,621363.1,46180.54,521622.5,36834,3.6834,76102.5,7.61025,0.1224767,38433.8,3.84338,0.061854,2628170,10.4197,9,Swing,4.06574,0.6523,64770,6.477,5.075,5.793345,5.418881,660833,599787,61046,0.1017795,Republican
Wisconsin,2015,Great Lakes,0.0558275,3874,0.3874,0.0127078,1431,0.1431,0.00469408,51319,5.1319,0.1683406,16246,16455,7597,0.7597,0.0249203,9961,0.9961,0.0326748,19280,1.928,0.0632438,33264,3.3264,0.1091152,11576,2405,23740,2.374,0.0778738,17019.139,304852.2,55827.51,266132,36631,3.6631,32701,3.2701,0.1072684,13981,1.3981,0.0458616,951523.9,9.9784,9,Swing,3.76049,0.6591,67090,6.709,4.425,5.484089,5.377687,624357,567054,57303,0.1010539,Republican
Michigan,2002,Great Lakes,0.0603527,1825,0.1825,0.00503766,1333,0.1333,0.00367957,80643,8.0643,0.222604,24498,27723,9201,0.9201,0.0253981,9653,0.9653,0.0266458,20640,2.064,0.0569739,50345,5.0345,0.1389705,30981,2442,29142,2.9142,0.0804425,21864.052,362271.1,60352.73,306427.1,24535,2.4535,52221,5.2221,0.144149,33423,3.3423,0.0922596,,,,,,,66300,6.63,6.191667,5.559034,,352895,314672,38223,0.1214693,Republican
Michigan,2019,Great Lakes,0.058454,2967.1,0.29671,0.0057297,1378.3,0.13783,0.00266161,94889,9.4889,0.1832382,33881.5,33490.6,14510.6,1.45106,0.0280211,14516.5,1.45165,0.0280325,26048.6,2.60486,0.0503019,63946.6,6.39466,0.1234859,41767.7,4080.4,45042.9,4.50429,0.0869814,30270.13,517845.2,58454.01,489493.1,42040,4.204,67372.1,6.73721,0.1301008,45848.1,4.58481,0.0885363,,,,,,,73030,7.303,4.066667,5.7142,,749554,685729,63825,0.0930761,Republican
Indiana,2011,Great Lakes,0.0521591,3279,0.3279,0.01135588,1712,0.1712,0.00592902,80867,8.0867,0.2800598,14933,16732,9759,0.9759,0.0337975,6059,0.6059,0.0209836,13651,1.3651,0.0472763,27931,2.7931,0.096731,10836,2610,21252,2.1252,0.0736002,15060.893,288749.1,52159.1,245731.2,30370,3.037,31665,3.1665,0.1096627,13446,1.3446,0.0465664,,,,,,,56250,5.625,8.908334,5.460521,,606770,552210,54560,0.098803,Republican
Michigan,2004,Great Lakes,0.0631145,2064,0.2064,0.00541407,1260,0.126,0.0033051,81064,8.1064,0.2126387,26467,27834,10580,1.058,0.0277524,10856,1.0856,0.0284763,21617,2.1617,0.0567035,49670,4.967,0.1302892,29309,2851,30648,3.0648,0.0803926,24061.065,381228.9,63114.48,322698.4,26479,2.6479,54301,5.4301,0.1424367,32160,3.216,0.0843588,,,,,,,62680,6.268,6.95,5.581186,,407512,369909,37603,0.1016547,Democrat
Illinois,2015,Great Lakes,0.0515022,4700,0.47,0.00592975,2690,0.269,0.00339383,88284,8.8284,0.1113833,53394,36584,24047,2.4047,0.0303389,25090,2.509,0.0316548,63351,6.3351,0.0799267,93229,9.3229,0.1176222,56831,9096,48547,4.8547,0.0612492,40821.385,792614,51502.23,657080.2,39175,3.9175,89978,8.9978,0.1135206,65927,6.5927,0.0831767,,,,,,,73130,7.313,5.991667,5.899062,,624357,567054,57303,0.1010539,Republican
Michigan,2005,Great Lakes,0.0596739,2207,0.2207,0.00559827,1213,0.1213,0.00307689,82371,8.2371,0.208942,27602,27879,10737,1.0737,0.0272354,11106,1.1106,0.0281714,23895,2.3895,0.060612,48814,4.8814,0.1238214,29208,2906,31515,3.1515,0.0799408,23525.187,394229,59673.91,329235.3,27539,2.7539,55481,5.5481,0.1407329,32114,3.2114,0.0814603,,,,,,,66210,6.621,6.791667,5.595748,,428018,388870,39148,0.1006712,Democrat
Illinois,2015,Great Lakes,0.0515022,4700,0.47,0.00592975,2690,0.269,0.00339383,88284,8.8284,0.1113833,53394,36584,24047,2.4047,0.0303389,25090,2.509,0.0316548,63351,6.3351,0.0799267,93229,9.3229,0.1176222,56831,9096,48547,4.8547,0.0612492,40821.385,792614,51502.23,657080.2,39175,3.9175,89978,8.9978,0.1135206,65927,6.5927,0.0831767,,,,,,,73130,7.313,5.991667,5.899062,,624357,567054,57303,0.1010539,Democrat
Ohio,2018,Great Lakes,0.044688,4336.6,0.43366,0.00660853,4155.5,0.41555,0.00633256,104011.4,10.40114,0.1585027,40758,41091.6,21934.4,2.19344,0.0334258,17052.7,1.70527,0.0259866,62239.9,6.22399,0.0948472,75880.2,7.58802,0.1156337,35484,5917,58110.6,5.81106,0.0885546,29324.817,656212,44688.02,562523,39380,3.938,81849.6,8.18496,0.1247304,41401,4.1401,0.0630909,2629457,10.4199,1,Swing,4.06731,0.646,71240,7.124,4.5,5.817044,5.419086,696507,634179,62328,0.0982814,Republican
Michigan,2018,Great Lakes,0.0581353,3292.4,0.32924,0.00637021,1326.1,0.13261,0.00256577,96886.2,9.68862,0.1874577,34452.7,33352.7,14216.2,1.42162,0.0275058,13071.3,1.30713,0.0252907,24611.1,2.46111,0.0476181,64273.6,6.42736,0.1243581,41363.1,4131.1,44722.4,4.47224,0.08653,30046.808,516843,58135.27,474208,40991,4.0991,67805.4,6.78054,0.1311915,45494.2,4.54942,0.0880232,,,,,,,69870,6.987,4.158333,5.713358,,696507,634179,62328,0.0982814,Republican
Ohio,2004,Great Lakes,0.0504455,2387,0.2387,0.00535753,2837,0.2837,0.00636754,97202,9.7202,0.2181662,31081,35432,14719,1.4719,0.0330362,13431,1.3431,0.0301454,36614,3.6614,0.0821787,53404,5.3404,0.1198632,23867,4239,39525,3.9525,0.0887124,22475.528,445541.1,50445.46,361753,26680,2.668,66513,6.6513,0.1492859,28106,2.8106,0.0630828,1377537,10.1391,1,Swing,4.05889,0.6629,63860,6.386,6.25,5.648888,5.423038,407512,369909,37603,0.1016547,Republican
Illinois,2016,Great Lakes,0.0460854,5815.7,0.58157,0.00722058,1717.6,0.17176,0.00213252,97278.7,9.72787,0.120778,63492.1,39645.8,31079.8,3.10798,0.0385876,31192.2,3.11922,0.0387272,82644.9,8.26449,0.1026091,102483.7,10.24837,0.1272403,66356.4,12607.6,57075.9,5.70759,0.0708635,37118.719,805434.1,46085.36,664686.8,40351,4.0351,103137.9,10.31379,0.1280526,78964,7.8964,0.0980391,,,,,,,73650,7.365,5.883333,5.90603,,660833,599787,61046,0.1017795,Republican
Michigan,2015,Great Lakes,0.0568735,2730,0.273,0.00575964,2008,0.2008,0.0042364,83909,8.3909,0.1770278,27684,27863,9440,0.944,0.0199161,11984,1.1984,0.0252834,20604,2.0604,0.0434695,49801,4.9801,0.1050681,33087,2944,34994,3.4994,0.0738289,26957.337,473987.7,56873.5,429284.9,36755,3.6755,55547,5.5547,0.1171908,36031,3.6031,0.0760167,,,,,,,65610,6.561,5.425,5.675767,,624357,567054,57303,0.1010539,Republican
Michigan,2013,Great Lakes,0.0579654,2701,0.2701,0.00624195,2030,0.203,0.00469128,83370,8.337,0.1926661,25801,25433,9693,0.9693,0.0224003,11217,1.1217,0.0259222,19389,1.9389,0.0448075,47661,4.7661,0.1101434,30396,2888,33570,3.357,0.0775795,25082.654,432717.6,57965.41,390857.9,34338,3.4338,51234,5.1234,0.1184005,33284,3.3284,0.0769185,,,,,,,69400,6.94,8.725,5.636205,,546178,486781,59397,0.12202,Republican
Michigan,2000,Great Lakes,0.0647274,1707,0.1707,0.00485533,1451,0.1451,0.00412717,81692,8.1692,0.2323616,24708,26541,10233,1.0233,0.0291064,8512,0.8512,0.0242112,17018,1.7018,0.0484053,48919,4.8919,0.1391433,31516,2346,28038,2.8038,0.0797502,22756.403,351572.7,64727.45,301060.4,23073,2.3073,51249,5.1249,0.1457707,33862,3.3862,0.0963158,,,,,,,73130,7.313,3.691667,5.546015,,285874,254098,31776,0.1250541,Republican
Indiana,2006,Great Lakes,0.0534226,2569,0.2569,0.01007235,1393,0.1393,0.00546158,72768,7.2768,0.2853036,16145,17200,10159,1.0159,0.0398307,5980,0.598,0.023446,13417,1.3417,0.0526044,24849,2.4849,0.0974262,9676,2429,20196,2.0196,0.079183,13625.667,255054.6,53422.55,208373.7,27752,2.7752,33345,3.3345,0.1307367,12105,1.2105,0.0474604,,,,,,,63610,6.361,5,5.406633,,434099,391181,42918,0.1097139,Republican
Indiana,2016,Great Lakes,0.0522081,3628.4,0.36284,0.01072771,1275.7,0.12757,0.00377173,91707,9.1707,0.2711404,19514.2,19596.7,11369.9,1.13699,0.0336162,6573.6,0.65736,0.0194355,19714.2,1.97142,0.0582869,32798.2,3.27982,0.096971,14341.1,3758.5,28307.2,2.83072,0.0836929,17658.175,338227,52208.06,287275.2,34627,3.4627,39110.9,3.91109,0.1156351,18099.6,1.80996,0.0535132,,,,,,,67310,6.731,4.366667,5.529208,,660833,599787,61046,0.1017795,Republican
Indiana,2005,Great Lakes,0.0527368,2102,0.2102,0.008624,1413,0.1413,0.0057972,73003,7.3003,0.2995139,15809,17225,9307,0.9307,0.0381844,5847,0.5847,0.0239888,13309,1.3309,0.0546036,25416,2.5416,0.1042758,9379,2327,19365,1.9365,0.07945,12853.976,243738.3,52736.79,196999,26874,2.6874,33034,3.3034,0.1355306,11706,1.1706,0.0480269,,,,,,,61170,6.117,5.391667,5.386924,,428018,388870,39148,0.1006712,Republican
Michigan,2008,Great Lakes,0.0641921,2333,0.2333,0.0060432,1296,0.1296,0.00335704,73008,7.3008,0.1891135,27099,24742,9844,0.9844,0.025499,11272,1.1272,0.029198,18714,1.8714,0.0484751,46253,4.6253,0.1198097,28152,2988,33686,3.3686,0.0872572,24781.626,386053.9,64192.14,356356.2,30327,3.0327,51841,5.1841,0.1342844,31140,3.114,0.0806623,,,,,,,65600,6.56,8.216666,5.586648,,461317,411142,50175,0.1220381,Democrat
Wisconsin,2016,Great Lakes,0.0565433,4529.7,0.45297,0.01451173,1095.1,0.10951,0.00350836,57036.2,5.70362,0.1827261,19047,17436,9050.5,0.90505,0.028995,11593,1.1593,0.0371403,26417,2.6417,0.0846318,36923.3,3.69233,0.1182906,13549,3535.5,26862.8,2.68628,0.08606,17649.467,312140.5,56543.34,270846.6,37578,3.7578,36483,3.6483,0.1168801,17084.5,1.70845,0.0547334,937412.5,9.9719,9,Swing,3.76137,0.6562,71770,7.177,3.908333,5.49435,5.378096,660833,599787,61046,0.1017795,Republican
Michigan,2009,Great Lakes,0.0622493,2582,0.2582,0.00706252,1354,0.1354,0.00370359,53559,5.3559,0.1464995,22882,25079,8528,0.8528,0.0233266,11054,1.1054,0.0302359,20830,2.083,0.0569761,45368,4.5368,0.1240947,25016,3005,33888,3.3888,0.0926936,22757.818,365591.7,62249.27,339100,29912,2.9912,47961,4.7961,0.1311873,28021,2.8021,0.0766456,,,,,,,60840,6.084,13.13333,5.562996,,537991,484480,53511,0.1104504,Democrat
Indiana,2002,Great Lakes,0.0480185,2009,0.2009,0.00945722,1976,0.1976,0.00930187,67114,6.7114,0.3159342,14558,15667,7718,0.7718,0.0363319,4447,0.4447,0.0209339,11852,1.1852,0.0557924,25543,2.5543,0.1202418,8868,2100,18011,1.8011,0.0847855,10200.59,212430.3,48018.53,177918.8,23206,2.3206,30225,3.0225,0.142282,10968,1.0968,0.0516311,,,,,,,63710,6.371,5.191667,5.327217,,352895,314672,38223,0.1214693,Democrat
Michigan,2014,Great Lakes,0.0559078,2601,0.2601,0.00579333,2178,0.2178,0.00485116,83487,8.3487,0.1859546,27070,26789,9659,0.9659,0.021514,11516,1.1516,0.0256501,20543,2.0543,0.0457564,49078,4.9078,0.1093138,31332,2966,33760,3.376,0.0751953,25100.605,448964.4,55907.79,407267,35628,3.5628,53859,5.3859,0.1199627,34298,3.4298,0.0763936,,,,,,,62910,6.291,7.233333,5.652212,,576978,517428,59550,0.1150885,Republican
Illinois,2018,Great Lakes,0.0499994,6776.1,0.67761,0.00795768,1888.4,0.18884,0.00221769,105875.5,10.58755,0.1243375,63794.6,46173.9,34918.2,3.49182,0.041007,28457.5,2.84575,0.0334198,80604.3,8.06043,0.0946596,110538.4,11.05384,0.1298135,73672.8,12604.1,61907,6.1907,0.072702,42575.392,851517.2,49999.45,722686.6,43625,4.3625,109968.5,10.99685,0.1291442,86276.9,8.62769,0.1013214,,,,,,,81080,8.108,4.4,5.930193,,696507,634179,62328,0.0982814,Republican
Illinois,2009,Great Lakes,0.0425251,5187,0.5187,0.00804573,2202,0.2202,0.0034156,82535,8.2535,0.1280227,45268,34483,22409,2.2409,0.0347593,23850,2.385,0.0369945,57703,5.7703,0.089505,84496,8.4496,0.1310645,49704,8935,45640,4.564,0.0707937,27415.532,644690.1,42525.13,525793.9,33156,3.3156,79751,7.9751,0.1237044,58639,5.8639,0.0909569,,,,,,,69940,6.994,10.18333,5.809351,,537991,484480,53511,0.1104504,Democrat
Ohio,2008,Great Lakes,0.0525969,2291,0.2291,0.00462135,2742,0.2742,0.0055311,89926,8.9926,0.1813966,33981,30366,16194,1.6194,0.0326661,15605,1.5605,0.031478,35840,3.584,0.0722956,55465,5.5465,0.1118827,27435,4509,42528,4.2528,0.0857865,26074.544,495742.6,52596.94,422085.7,30314,3.0314,64347,6.4347,0.1297992,31944,3.1944,0.0644367,1574001,10.197,7,Swing,4.06128,0.6653,61840,6.184,6.6,5.695256,5.417726,461317,411142,50175,0.1220381,Democrat
Indiana,2017,Great Lakes,0.0508215,3931.8,0.39318,0.01099694,1392.9,0.13929,0.00389583,92862,9.2862,0.2597278,19857.8,21327.6,13021.3,1.30213,0.0364196,6492,0.6492,0.0181576,21097.2,2.10972,0.0590072,35788.2,3.57882,0.1000968,15221.3,3715.1,30032.5,3.00325,0.0839986,18170.514,357535.8,50821.52,297990.5,36173,3.6173,41185.4,4.11854,0.1151924,18936.4,1.89364,0.0529636,,,,,,,69290,6.929,3.491667,5.553319,,674712,613125,61587,0.1004477,Republican
Michigan,2011,Great Lakes,0.0593906,3226,0.3226,0.00804277,1914,0.1914,0.00477181,76272,7.6272,0.1901545,24581,25364,9422,0.9422,0.0234901,10964,1.0964,0.0273345,19452,1.9452,0.048496,46389,4.6389,0.1156529,27512,2909,33480,3.348,0.0834693,23821.872,401105.4,59390.55,372954.2,32380,3.238,49945,4.9945,0.1245184,30421,3.0421,0.0758429,,,,,,,61860,6.186,10.00833,5.603259,,606770,552210,54560,0.098803,Republican
Illinois,2003,Great Lakes,0.041952,3358,0.3358,0.00634237,2685,0.2685,0.00507125,82261,8.2261,0.1553691,43863,36307,19861,1.9861,0.0375121,19463,1.9463,0.0367604,53911,5.3911,0.1018235,76742,7.6742,0.1449452,45151,7064,39263,3.9263,0.0741573,22211.693,529455.4,41951.96,440480.1,27533,2.7533,80170,8.017,0.1514197,52215,5.2215,0.0986202,,,,,,,68650,6.865,6.725,5.723829,,388542,350650,37892,0.1080622,Republican
Michigan,2003,Great Lakes,0.0608501,1785,0.1785,0.00477478,1244,0.1244,0.00332763,83723,8.3723,0.2239545,25906,28731,9648,0.9648,0.0258079,9801,0.9801,0.0262171,21909,2.1909,0.0586054,50373,5.0373,0.1347451,29981,2685,29612,2.9612,0.0792105,22748.159,373839.3,60850.1,313961,25387,2.5387,54637,5.4637,0.146151,32666,3.2666,0.0873798,,,,,,,68450,6.845,7.091667,5.572685,,388542,350650,37892,0.1080622,Republican
Ohio,2013,Great Lakes,0.0490458,3281,0.3281,0.00584801,4047,0.4047,0.00721332,86495,8.6495,0.1541675,31616,32129,15307,1.5307,0.027283,20486,2.0486,0.036514,38541,3.8541,0.068695,59514,5.9514,0.106077,26855,4262,45036,4.5036,0.0802716,27516.947,561045.5,49045.84,473218.8,33966,3.3966,63745,6.3745,0.1136182,31117,3.1117,0.0554625,2153710,10.3332,9,Swing,4.06358,0.6596,62260,6.226,7.458333,5.748998,5.41971,546178,486781,59397,0.12202,Republican
Wisconsin,2004,Great Lakes,0.0587447,3198,0.3198,0.01486481,753,0.0753,0.00350006,50195,5.0195,0.2333144,14551,16151,7755,0.7755,0.0360465,6827,0.6827,0.031733,15164,1.5164,0.0704847,26959,2.6959,0.1253097,9669,2193,20078,2.0078,0.0933258,12638.266,215138.9,58744.68,183721.4,27585,2.7585,30702,3.0702,0.1427078,11862,1.1862,0.0551365,611819.8,9.7866,3,Swing,3.74147,0.6688,67830,6.783,4.975,5.332719,5.369995,407512,369909,37603,0.1016547,Democrat
Wisconsin,2017,Great Lakes,0.0563503,4828.1,0.48281,0.01499937,648.4,0.06484,0.00201437,56187.8,5.61878,0.1745576,19831.8,19349.1,10250.3,1.02503,0.0318444,11042.6,1.10426,0.0343058,27450.5,2.74505,0.08528,38074.4,3.80744,0.1182851,14263.4,3514.4,28486.6,2.84866,0.0884988,18138.414,321886.8,56350.29,281979.5,39054,3.9054,39180.9,3.91809,0.1217226,17777.8,1.77778,0.05523,918718.9,9.9632,1,Swing,3.76269,0.6527,74850,7.485,3.258333,5.507703,5.378447,674712,613125,61587,0.1004477,Republican
Wisconsin,2003,Great Lakes,0.059516,3064,0.3064,0.01508359,738,0.0738,0.00363306,48090,4.809,0.2367395,14259,16408,7353,0.7353,0.0361977,5936,0.5936,0.029222,14039,1.4039,0.0691118,26934,2.6934,0.1325918,9496,2076,19214,1.9214,0.0945875,12089.77,203134.7,59516.03,175794.3,26184,2.6184,30667,3.0667,0.1509688,11572,1.1572,0.0569671,598465.8,9.777,3,Swing,3.73872,0.667,70350,7.035,5.616667,5.307784,5.368257,388542,350650,37892,0.1080622,Democrat
Wisconsin,2002,Great Lakes,0.0606419,2925,0.2925,0.01501439,717,0.0717,0.00368045,46594,4.6594,0.2391728,14375,15741,7101,0.7101,0.0364503,5742,0.5742,0.0294744,13195,1.3195,0.0677316,26629,2.6629,0.13669,9440,1980,18529,1.8529,0.0951117,11813.831,194813.1,60641.87,171010,24937,2.4937,30116,3.0116,0.1545892,11420,1.142,0.0586203,550983.4,9.7411,1,Swing,3.73601,0.6649,71250,7.125,5.325,5.289618,5.366673,352895,314672,38223,0.1214693,Republican
Wisconsin,2005,Great Lakes,0.0582737,3345,0.3345,0.0148207,632,0.0632,0.0028002,50932,5.0932,0.2256645,15238,16071,8019,0.8019,0.0355298,7349,0.7349,0.0325612,16985,1.6985,0.0752555,28121,2.8121,0.1245958,9819,2119,20264,2.0264,0.0897837,13152.251,225697.9,58273.7,189779.2,28907,2.8907,31309,3.1309,0.1387208,11938,1.1938,0.0528937,639977.4,9.8062,3,Swing,3.74399,0.6709,64360,6.436,4.741667,5.353528,5.369995,428018,388870,39148,0.1006712,Democrat
Wisconsin,2012,Great Lakes,0.058304,3229,0.3229,0.0117699,489,0.0489,0.00178243,52539,5.2539,0.1915078,14677,14471,7659,0.7659,0.0279175,8483,0.8483,0.030921,18159,1.8159,0.0661906,33587,3.3587,0.1224266,10726,2516,22668,2.2668,0.0826262,15995.335,274343.9,58303.96,244508.3,34032,3.4032,29148,2.9148,0.1062462,13242,1.3242,0.0482679,951586.2,9.9784,9,Swing,3.75739,0.6661,65910,6.591,6.925,5.438295,5.376343,544573,488543,56030,0.114688,Republican
Illinois,2009,Great Lakes,0.0425251,5187,0.5187,0.00804573,2202,0.2202,0.0034156,82535,8.2535,0.1280227,45268,34483,22409,2.2409,0.0347593,23850,2.385,0.0369945,57703,5.7703,0.089505,84496,8.4496,0.1310645,49704,8935,45640,4.564,0.0707937,27415.532,644690.1,42525.13,525793.9,33156,3.3156,79751,7.9751,0.1237044,58639,5.8639,0.0909569,,,,,,,69940,6.994,10.18333,5.809351,,537991,484480,53511,0.1104504,Democrat
Ohio,2014,Great Lakes,0.0455635,3096,0.3096,0.00522065,6046,0.6046,0.0101951,93930,9.393,0.15839,32780,32647,15582,1.5582,0.0262752,17030,1.703,0.0287169,42295,4.2295,0.0713202,59547,5.9547,0.1004114,27252,4250,45426,4.5426,0.0765998,27020.507,593030,45563.47,492475.6,34939,3.4939,65427,6.5427,0.1103266,31502,3.1502,0.0531204,2292076,10.3602,9,Swing,4.06456,0.657,60050,6.005,5.8,5.773077,5.418576,576978,517428,59550,0.1150885,Republican
Wisconsin,2001,Great Lakes,0.0626172,2872,0.2872,0.01528153,677,0.0677,0.00360223,46500,4.65,0.2474203,13872,15099,7114,0.7114,0.0378526,5089,0.5089,0.0270779,12886,1.2886,0.0685647,26061,2.6061,0.1386671,8978,1970,17684,1.7684,0.0940942,11768.235,187939.3,62617.21,166593.2,24124,2.4124,28971,2.8971,0.1541508,10948,1.0948,0.0582529,511757.2,9.7091,1,Swing,3.73294,0.6624,71260,7.126,4.433333,5.274018,5.365497,318542,284384,34158,0.1201122,Republican
